Institution_Name,Country,Country_Code,Region,Size,Focus,Research,Age,Status,Rank_2026,Previous_Rank_2025,Rank_2024,Rank_2023,Overall_Score_2026,Overall_Score_2024,Academic_Reputation_Score_2026,Academic_Reputation_Rank_2026,Employer_Reputation_Score_2026,Employer_Reputation_Rank_2026,Faculty_Student_Score_2026,Faculty_Student_Rank_2026,Citations_per_Faculty_Score_2026,Citations_per_Faculty_Rank_2026,International_Faculty_Score_2026,International_Faculty_Rank_2026,International_Students_Score_2026,International_Students_Rank_2026,International_Students_Diversity_Score_2026,International_Students_Diversity_Rank_2026,International_Research_Network_Score_2026,International_Research_Network_Rank_2026,Employment_Outcomes_Score_2026,Employment_Outcomes_Rank_2026,Sustainability_Score_2026,Sustainability_Rank_2026,Academic_Reputation_Score_2024,Academic_Reputation_Rank_2024,Employer_Reputation_Score_2024,Employer_Reputation_Rank_2024,Faculty_Student_Score_2024,Faculty_Student_Rank_2024,Citations_per_Faculty_Score_2024,Citations_per_Faculty_Rank_2024,International_Faculty_Score_2024,International_Faculty_Rank_2024,International_Students_Score_2024,International_Students_Rank_2024,International_Research_Network_Score_2024,International_Research_Network_Rank_2024,Employment_Outcomes_Score_2024,Employment_Outcomes_Rank_2024,Sustainability_Score_2024,Sustainability_Rank_2024
"Arab Academy for Science, Technology and Maritime Transport",Egypt,EG,Africa,L,FO,VH,4,Public,1001-1200,1001-1200,1001-1200,,-,-,7.5,701+,12.4,701+,44.7,441,2.4,801+,9.2,801+,34.9,542,33.6,569,27.0,801+,16.8,789,29.7,801+,5.3,601+,5.8,601+,32.6,486,1.5,701+,6.9,701+,26.8,450,1.1,701+,11.4,701+,1.1,701+
Aristotle University of Thessaloniki,Greece,GR,Europe,XL,FC,VH,4,Public,485,508,=530,651-700,32.9,22.1,38.2,311,35.9,402,6.4,801+,28.4,602,2.1,801+,8.1,801+,13.8,801+,90.9,160,48.3,359,66.4,371=,28.7,305,25.9,370,3.8,701+,13.5,667,1.4,701+,4.0,701+,75.4,169,15.7,532,36.6,388
Arizona State University,United States,US,Americas,XL,CO,VH,5,Public,173,200,179,219,59.1,48.1,63.9,159,63.3,171,9.5,801+,61.5,277,72.5,326,53.2,385,57.7,353,95.2,81,42.2,415,85.8,102=,46.7,174,36.7,265,6.8,701+,61.5,199,64.5,299,30.1,422,87.9,97,26.6,307,97.3,33=
Asfendiyarov Kazakh National Medical University,Kazakhstan,,Asia,M,FO,HI,,Public,1001-1200,951-1000,,,-,,7.3,701+,8.8,701+,67.2,255,1.3,801+,15.8,783,76.8,244,70.3,267,6.4,801+,7.8,801+,,,,,,,,,,,,,,,,,,,,
Ashoka University,India,,Asia,S,SP,VH,,Private for Profit,1201-1400,,,,-,,10.1,701+,7.2,701+,28.4,672,6.2,801+,20.5,702,7.5,801+,10.9,801+,3.4,801+,1.9,801+,26.3,801+,,,,,,,,,,,,,,,,,,
Asia Pacific University of Technology and Innovation (APU),Malaysia,MY,,S,FO,VH,2,C,,,621-630,,,-,,,,,,,,,,,,,,,,,,,,,6.4,601+,8.6,601+,57.8,250,1.5,701+,89.8,185,100.0,16,1.0,701+,9.4,701+,1,701+
Asia Pacific University of Technology and Innovation (APU) Malaysia,Malaysia,,Asia,S,SP,HI,,Private for Profit,597,611-620,,,28.3,,17.3,701+,23.7,565,74.2,204,2.9,801+,95.6,169,100.0,16,100.0,10,14.1,801+,5.3,801+,39.0,801+,,,,,,,,,,,,,,,,,,
Asia University Taiwan,Taiwan,TW,Asia,M,CO,VH,2,Private for Profit,711-720,801-850,901-950,1001-1200,-,-,9.0,701+,2.8,701+,5.1,801+,79.9,156,14.5,801+,6.0,801+,10.2,801+,64.2,633,2.1,801+,36.6,801+,5.9,601+,1.8,601+,3.3,701+,38.7,358,9.5,701+,3.5,701+,12.0,637,7.9,701+,2.3,701+
Assiut University,Egypt,EG,Africa,XL,FC,HI,4,Public,1001-1200,1001-1200,1001-1200,1001-1200,-,-,16.3,701+,15.1,701+,20.7,801+,4.0,801+,21.1,697,7.2,801+,10.6,801+,66.5,596,3.0,801+,53.3,636=,11.2,601+,6.9,601+,12.3,701+,2.3,701+,15.5,660,4.0,701+,10.7,658,6.9,701+,1.9,701+
Aston University,United Kingdom,UK,Europe,L,CO,VH,4,Public,395,423,=446,561-570,38.1,25.7,18.1,673,27.1,506,12.0,801+,56.7,309,97.9,142,63.4,317,67.0,290,81.8,317,28.3,587,67.6,355=,12.9,601+,22.8,416,10.0,701+,34.1,400,93.0,164,38.3,359,50.5,310,18.1,463,12.3,640=
Aswan University,Egypt,,Africa,L,FC,HI,,Public,1401+,,,,-,,7.1,701+,2.2,701+,11.8,801+,6.4,801+,1.1,801+,1.8,801+,6.1,801+,53.9,784,2.9,801+,40.0,801+,,,,,,,,,,,,,,,,,,
Ataturk University,Turkey,TR,Asia,XL,CO,VH,4,Public,1201-1400,1201-1400,1401+,1401+,-,-,8.1,701+,2.9,701+,4.1,801+,9.7,801+,4.7,801+,20.7,715,26.9,657,49.3,801+,11.3,801+,34.6,801+,4.9,601+,2.0,601+,2.8,701+,3.9,701+,2.7,701+,3.6,701+,2.3,701+,9.4,701+,4.3,701+
Ateneo de Manila University,Philippines,PH,Asia,L,FC,MD,5,Private not for Profit,511,516,=563,651-700,31.6,20.9,32.2,385,70.0,148,33.1,586,3.0,801+,3.6,801+,4.3,801+,8.5,801+,24.3,801+,80.4,157,60.5,497=,19.7,451,57.9,141,29.0,533,1.7,701+,3.3,701+,2.7,701+,1.1,701+,54.6,115,1.7,701+
Athens University of Economics And Business,Greece,GR,Europe,M,SP,HI,5,Public,951-1000,951-1000,901-950,1001-1200,-,-,10.1,701+,37.2,380,2.1,801+,31.9,565,1.9,801+,6.6,801+,11.0,801+,14.8,801+,33.9,501,39.8,801+,7.4,601+,33.3,296,1.6,701+,17.7,588,1.7,701+,3.3,701+,1.0,701+,15.7,530,4.1,701+
Atma Jaya Catholic University Indonesia,Indonesia,,Asia,M,FO,HI,,Private for Profit,1401+,1201-1400,,,-,,11.1,701+,10.7,701+,10.5,801+,2.0,801+,9.8,801+,1.7,801+,6.1,801+,7.4,801+,22.6,678,30.2,801+,,,,,,,,,,,,,,,,,,
Atma Jaya Catholic University Jakarta,Indonesia,ID,,M,FO,HI,4,C,,,1201-1400,,,-,,,,,,,,,,,,,,,,,,,,,5.8,601+,6.3,601+,8.8,701+,1.3,701+,2.1,701+,1.1,701+,1.0,701+,15.9,526,1.4,701+
Auburn University,United States,US,Americas,XL,CO,VH,4,Public,851-900,951-1000,801-850,1001-1200,-,-,11.6,701+,17.6,701+,10.7,801+,24.3,650,58.1,397,10.1,801+,16.0,801+,57.2,728,29.6,553,50.1,701=,7.2,601+,8.5,601+,7.4,701+,19.0,568,23.9,551,7.8,701+,14.3,610,17.4,479,53.4,288=
Auckland University of Technology,New Zealand,,Oceania,L,CO,VH,,Public,410,412,,,36.7,,29.6,417,22.5,587,13.7,801+,33.2,549,100.0,76,100.0,39,100.0,27,50.4,801+,23.4,663,74.0,259=,,,,,,,,,,,,,,,,,,
Auckland University of Technology (AUT),New Zealand,NZ,,L,CO,VH,2,A,,,=407,486=,,27.4,,,,,,,,,,,,,,,,,,,,,19.3,464,11.7,601+,10.3,701+,18.5,575,100.0,59,99.3,48,12.0,635,19.3,433,71.5,196=
Auezov South Kazakhstan State University (SKSU),Kazakhstan,,Asia,L,CO,MD,,Public,731-740,621-630,,,-,,21.2,585,33.9,424,91.6,99,1.1,801+,20.1,711,29.3,598,27.9,641,5.0,801+,4.1,801+,35.3,801+,,,,,,,,,,,,,,,,,,
Auezov South Kazakhstan University (SKU),Kazakhstan,KZ,,L,CO,MD,4,A,,,611-620,443=,,-,,,,,,,,,,,,,,,,,,,,,15.2,574,21.5,432,92.0,76,1.0,701+,13.3,697,21.3,526,1.0,701+,11.2,701+,1,701+
Australian Catholic University,Australia,AU,Oceania,L,CO,HI,3,Public,851-900,901-950,801-850,801-1000,-,-,12.0,701+,11.8,701+,8.0,801+,19.4,724,86.4,251,61.7,329,65.4,301,35.6,801+,1.7,801+,49.3,725=,8.3,601+,10.5,601+,4.7,701+,13.5,669,70.2,277,43.2,333,3.2,701+,8.1,701+,4.7,701+
Australian National University,Australia,,Oceania,L,FC,VH,,Public,32,30,,,87.4,,97.9,37,82.6,96,40.9,495,91.7,93,100.0,49,99.0,68,99.1,59,93.1,123,67.1,232,91.8,48,,,,,,,,,,,,,,,,,,
Azerbaijan State Oil and Industry University,Azerbaijan,AZ,Asia,L,FO,HI,5,Public,851-900,1001-1200,1201-1400,,-,-,13.1,701+,19.0,685,73.3,208,1.5,801+,46.8,456,9.7,801+,13.9,801+,8.5,801+,45.0,391,31.0,801+,4.9,601+,3.0,601+,27.3,556,1.1,701+,10.1,701+,2.7,701+,1.0,701+,29.5,271,1.3,701+
Azerbaijan State University of Economics,Azerbaijan,AZ,Asia,L,FO,HI,4,Public,801-850,1001-1200,1001-1200,1001-1200,-,-,21.2,587,37.2,379,36.7,548,1.5,801+,32.0,563,10.7,801+,13.9,801+,11.7,801+,51.5,329,39.2,801+,10.1,601+,9.4,601+,22.0,631,1.2,701+,7.0,701+,2.6,701+,1.0,701+,10.4,701+,1.4,701+
Azerbaijan Technical University,Azerbaijan,,Asia,M,SP,MD,,,851-900,,,,-,,19.1,645,25.5,532,82.2,157,1.4,801+,13.9,801+,13.4,801+,16.5,801+,4.2,801+,11.6,801+,27.9,801+,,,,,,,,,,,,,,,,,,
Azerbaijan University of Architecture and Construction,Azerbaijan,,Asia,M,FO,MD,,Public,1001-1200,,,,-,,25.7,492,20.7,638,42.1,477,1.0,801+,9.9,801+,14.5,801+,17.1,801+,1.3,801+,11.8,801+,25.8,801+,,,,,,,,,,,,,,,,,,
Babes-Bolyai University,Romania,RO,Europe,XL,CO,VH,5,Public,761-770,781-790,801-850,1001-1200,-,-,21.9,569,34.9,410,8.7,801+,8.0,801+,18.9,729,7.1,801+,12.6,801+,83.9,278,35.9,477,65.0,398=,16.4,533,13.7,591,4.7,701+,4.2,701+,7.7,701+,4.0,701+,42.6,358,23.1,362,48.4,316=
Bahauddin Zakariya University,Pakistan,PK,Asia,L,CO,VH,3,Public,1201-1400,1201-1400,1201-1400,1201-1400,-,-,8.5,701+,7.8,701+,4.1,801+,30.3,584,,,1.0,801+,1.0,801+,50.8,801+,8.3,801+,25.7,801+,5.4,601+,5.5,601+,1.7,701+,12.1,698,,,1.0,701+,2.7,701+,5.7,701+,1.1,701+
Baku Engineering University,Azerbaijan,,Asia,M,FO,MD,,Public,901-950,,,,-,,24.9,511,37.5,373,37.1,542,1.5,801+,21.3,693,8.7,801+,12.3,801+,3.8,801+,11.7,801+,29.4,801+,,,,,,,,,,,,,,,,,,
Baku State University,Azerbaijan,AZ,Asia,L,CO,HI,5,Public,688,951-1000,1001-1200,1001-1200,25.6,-,22.0,566,20.1,654,94.0,85,1.9,801+,13.4,801+,7.0,801+,11.2,801+,22.1,801+,64.1,243,43.3,801+,9.6,601+,3.2,601+,33.9,472,1.4,701+,2.1,701+,1.7,701+,1.1,701+,9.6,701+,1,701+
Banaras Hindu University,India,IN,Asia,L,FC,VH,5,Public,1001-1200,1001-1200,1001-1200,1001-1200,-,-,18.9,648,10.6,701+,14.4,801+,18.8,737,1.5,801+,3.0,801+,7.2,801+,59.3,704,15.6,801+,44.5,801+,12.1,601+,6.5,601+,15.9,701+,7.8,701+,1.2,701+,1.6,701+,15.3,591,6.3,701+,4.1,701+
Bandung Institute of Technology (ITB),Indonesia,ID,Asia,L,CO,VH,5,Public,255,256,=281,235=,49.9,36.6,58.5,181,85.3,90,54.7,345,5.4,801+,94.7,182,8.0,801+,13.7,801+,39.8,801+,68.6,224,59.2,516=,41.0,203,65.6,122,65.6,208,2.5,701+,84.4,213,2.3,701+,1.2,701+,35.7,209,21.2,533=
Bangladesh University of Engineering and Technology,Bangladesh,BD,Asia,M,SP,VH,4,Public,761-770,761-770,801-850,801-1000,-,-,21.3,582,42.5,316,15.6,801+,30.8,578,,,,,,,23.0,801+,29.9,551,30.0,801+,15.6,561,34.8,278,16.9,701+,12.0,701+,,,1.0,701+,1.2,701+,7,701+,3.4,701+
Bangor University,United Kingdom,UK,Europe,M,FC,VH,5,Public,566,474,=481,601-650,29.3,23.9,12.8,701+,10.5,701+,18.9,801+,44.4,422,38.1,515,77.4,239,79.5,210,74.7,447,16.9,787,78.0,195=,8.8,601+,5.3,601+,14.9,701+,39.7,346,42.2,391,55.4,267,24.6,503,13,661,87.4,108=
Bar-Ilan University,Israel,IL,Asia,L,FC,VH,4,Public,660,671-680,=545,501-510,26.5,21.5,11.0,701+,14.3,701+,10.4,801+,59.4,293,54.4,416,4.9,801+,3.9,801+,53.2,792,33.1,511,41.7,801+,8.0,601+,5.3,601+,7.8,701+,62.2,194,47.9,366,2.9,701+,10.2,667,15.2,554,28.4,463=
Bauman Moscow State Technical University,Russia,RU,Europe,L,CO,VH,5,Public,320,298,=319,230,43.5,33.2,41.1,289,63.8,168,99.9,25,2.0,801+,81.0,287,85.8,190,87.1,160,14.2,801+,10.1,801+,47.6,770=,31.3,279,44.4,202,100.0,18,1.4,701+,53.6,343,58.9,256,1.0,701+,12.2,701+,10.5,663=
Baylor University,United States,US,Americas,L,CO,VH,5,Private not for Profit,1001-1200,1001-1200,1001-1200,1001-1200,-,-,8.7,701+,20.9,628,17.5,801+,12.8,801+,3.7,801+,6.6,801+,5.2,801+,46.9,801+,24.5,650,42.9,801+,6.1,601+,16.8,514,11.7,701+,8.3,701+,2.4,701+,3.8,701+,3.5,701+,12.8,673,3.8,701+
Beihang University (former BUAA),China (Mainland),CN,Asia,L,CO,VH,2,Public,388,452,=473,443=,38.5,24.4,18.3,665,23.5,569,57.8,313,91.6,95,9.5,801+,8.3,801+,6.4,801+,50.1,801+,20.9,711,36.7,801+,13.1,601+,5.5,601+,36.1,440,68.7,150,7.5,701+,4.9,701+,7.0,701+,13.1,656,15.2,608=
Beijing Foreign Studies University,China (Mainland),CN,Asia,M,SP,VH,4,Public,1201-1400,1201-1400,1001-1200,801-1000,-,-,8.4,701+,7.8,701+,42.6,470,2.5,801+,25.4,646,48.4,418,36.1,532,4.4,801+,15.5,801+,10.0,801+,6.6,601+,2.5,601+,27.3,557,1.5,701+,20.7,585,28.0,440,1.0,701+,7.8,701+,1,701+
Beijing Institute of Technology,China (Mainland),CN,Asia,XL,FO,VH,4,Public,259,302,=340,355=,49.5,32.1,34.3,355,46.7,282,42.7,469,96.4,62,12.3,801+,15.5,801+,11.8,801+,75.3,439,22.5,681,58.8,525=,22.7,385,18.1,484,41.1,381,76.4,125,3.1,701+,4.2,701+,17.1,572,14.1,599,23.7,506=
Beijing Jiaotong University,China (Mainland),CN,Asia,L,FO,VH,2,Public,851-900,901-950,901-950,801-1000,-,-,12.3,701+,16.8,701+,31.4,609,34.4,529,4.9,801+,17.0,780,12.9,801+,46.1,801+,13.5,801+,30.8,801+,10.1,601+,4.2,601+,16.0,701+,28.8,446,5.0,701+,10.6,701+,2.6,701+,8.2,701+,1.7,701+
Beijing Normal University,China (Mainland),CN,Asia,L,CO,VH,5,Public,247,271,=272,262=,50.6,37.3,47.6,244,29.6,483,30.3,626,98.6,44,9.0,801+,32.9,559,24.7,690,77.1,403,18.2,754,55.5,591=,38.4,227,6.8,601+,25.6,576,86.4,87,7.1,701+,23.3,496,22.8,520,12.2,701+,30.5,444=
Beijing University of Chemical Technology,China (Mainland),CN,Asia,L,CO,VH,4,Public,697,701-710,721-730,521-530,25.1,-,6.1,701+,7.2,701+,28.6,668,81.5,149,3.2,801+,2.5,801+,7.1,801+,36.6,801+,2.8,801+,40.5,801+,4.8,601+,1.8,601+,15.6,701+,62.7,192,,,,,2.0,701+,5.9,701+,1.4,701+
Beijing University of Chinese Medicine,China (Mainland),CN,Asia,L,FO,VH,2,Public,1201-1400,1201-1400,1001-1200,801-1000,-,-,5.7,701+,6.4,701+,44.2,448,14.7,801+,,,13.3,801+,10.1,801+,7.6,801+,4.1,801+,8.4,801+,4.9,601+,1.4,601+,35.8,444,8.2,701+,,,9.2,701+,1.0,701+,5.3,701+,1,701+
Beijing University of Posts and Telecommunications,China (Mainland),CN,Asia,L,FO,VH,3,Public,1001-1200,901-950,851-900,801-1000,-,-,4.3,701+,9.2,701+,19.8,801+,45.2,411,6.4,801+,2.8,801+,2.3,801+,22.1,801+,22.4,686,27.3,801+,3.9,601+,2.2,601+,10.0,701+,49.2,271,5.0,701+,1.8,701+,1.1,701+,10.4,701+,1.2,701+
Beijing University of Technology,China (Mainland),CN,Asia,L,CO,VH,4,Public,791-800,801-850,801-850,751-800,-,-,9.0,701+,10.8,701+,41.9,481,55.4,325,5.3,801+,2.7,801+,7.5,801+,38.4,801+,7.6,801+,33.4,801+,8.3,601+,3.5,601+,42.9,367,26.6,466,4.8,701+,2.9,701+,1.7,701+,8.9,701+,2.9,701+
Beirut Arab University,Lebanon,LB,Asia,S,FC,HI,4,Private not for Profit,676,641-650,711-720,801-1000,26.1,-,20.0,614,22.2,597,28.8,661,7.6,801+,94.8,180,61.1,334,56.5,362,29.6,801+,44.1,401,42.1,801+,13.4,601+,18.8,474,16.5,701+,2.7,701+,80.1,228,51.3,281,1.1,701+,18.2,460,1.1,701+
Belarusian National Technical University,Belarus,,Europe,L,SP,LO,,Public,851-900,801-850,,,-,,16.6,701+,41.3,329,64.6,273,1.0,801+,2.6,801+,66.9,299,62.0,323,3.2,801+,7.5,801+,,,,,,,,,,,,,,,,,,,,
Belarusian National Technical University (BNTU),Belarus,BY,,L,SP,,5,A,,,801-850,751-800,,-,,,,,,,,,,,,,,,,,,,,,13.1,601+,29.8,327,45.6,345,1.0,701+,2.2,701+,12.6,670,1.0,701+,7.1,701+,,
Belarusian State University,Belarus,BY,Europe,L,CO,HI,5,Public,447,387,=387,288=,34.6,28.3,32.5,377,51.5,239,91.8,98,1.7,801+,4.9,801+,71.1,268,67.5,286,34.4,801+,61.3,258,,,26.6,327,42.5,219,95.3,61,1.3,701+,4.1,701+,49.9,294,3.4,701+,24.5,341,1.4,701+
Belarusian State University of Informatics and Radioelectronics,Belarus,BY,Europe,M,CO,HI,4,Public,1401+,1201-1400,1201-1400,1001-1200,-,-,6.7,701+,23.4,573,26.1,716,1.4,801+,2.6,801+,17.6,772,20.4,754,7.2,801+,7.5,801+,,,7.4,601+,18.3,478,12.0,701+,1.3,701+,1.2,701+,5.6,701+,1.0,701+,10.9,701+,,
Belgorod State University,Russia,,Europe,L,FC,HI,,Public,1401+,1201-1400,,,-,,3.1,701+,1.9,701+,17.5,801+,2.8,801+,1.9,801+,70.3,276,73.2,247,14.1,801+,2.1,801+,22.7,801+,,,,,,,,,,,,,,,,,,
Ben Gurion University of The Negev,Israel,IL,Asia,L,FC,VH,4,Public,469,471,=469,490=,33.7,24.6,19.5,631,26.9,510,15.0,801+,58.7,295,71.2,332,23.8,679,17.9,798,63.4,643,24.5,649,48.8,734=,14.6,592,14.2,577,11.7,701+,52.7,245,65.3,294,15.7,607,20.1,544,10.5,701+,18.2,564=
Benemérita Universidad Autónoma de Puebla,Mexico,MX,Americas,XL,FC,HI,5,Public,1201-1400,1201-1400,1201-1400,1001-1200,-,-,19.9,616,8.0,701+,2.4,801+,2.9,801+,3.6,801+,1.7,801+,6.1,801+,29.1,801+,2.3,801+,28.9,801+,15.3,569,6.5,601+,3.2,701+,2.0,701+,2.9,701+,1.3,701+,1.3,701+,6.5,701+,3,701+
Benha University,Egypt,,Africa,XL,FC,HI,,Public,1401+,,,,-,,6.2,701+,4.4,701+,8.2,801+,4.2,801+,1.0,801+,2.4,801+,6.7,801+,59.7,699,2.9,801+,36.1,801+,,,,,,,,,,,,,,,,,,
Beni-Suef University,Egypt,,Africa,XL,FC,HI,,Public,1201-1400,,,,-,,8.7,701+,4.1,701+,2.1,801+,11.1,801+,13.7,801+,1.6,801+,6.0,801+,51.5,801+,2.8,801+,39.8,801+,,,,,,,,,,,,,,,,,,
Bielefeld University,Germany,DE,,L,CO,VH,4,A,,,951-1000,1001-1200,,-,,,,,,,,,,,,,,,,,,,,,14.6,594,3.8,601+,8.4,701+,8.2,701+,21.2,580,7.7,701+,32.8,437,8.1,701+,6.5,701+
Bilkent University,Turkey,TR,Asia,M,CO,VH,3,Private not for Profit,415,477,=502,561-570,36.6,23.1,33.8,361,73.3,134,14.5,801+,27.7,610,61.6,379,7.6,801+,12.1,801+,40.5,801+,27.0,609,51.7,667=,22.2,396,44.9,196,17.2,701+,12.9,679,72.0,264,5.7,701+,4.1,701+,14.3,588,14.2,621=
Bina Nusantara University (BINUS),Indonesia,ID,,L,CO,VH,3,C,,,1001-1200,1001-1200,,-,,,,,,,,,,,,,,,,,,,,,11.0,601+,16.1,527,20.6,655,1.9,701+,25.6,525,4.5,701+,1.0,701+,13.8,617,1.1,701+
Binghamton University SUNY,United States,US,Americas,L,CO,VH,4,Public,1001-1200,1001-1200,1001-1200,1001-1200,-,-,10.1,701+,14.1,701+,9.3,801+,19.5,723,17.3,760,15.5,801+,21.6,739,26.2,801+,11.3,801+,44.8,801+,6.8,601+,4.8,601+,6.2,701+,16.9,604,8.0,701+,9.9,701+,1.6,701+,10.8,701+,3.9,701+
BINUS UNIVERSITY (Bina Nusantara University),Indonesia,,Asia,L,CO,VH,,Private for Profit,851-900,951-1000,,,-,,20.1,611,33.3,432,28.5,670,4.3,801+,51.5,429,8.7,801+,13.5,801+,14.4,801+,20.6,714,41.1,801+,,,,,,,,,,,,,,,,,,
"Birkbeck College, University of London",United Kingdom,,Europe,M,CO,VH,,Public,388,408,,,38.5,,15.5,701+,5.9,701+,19.1,801+,79.6,159,98.9,130,98.7,78,98.7,66,60.1,690,17.7,766,45.6,801+,,,,,,,,,,,,,,,,,,
"Birkbeck, University of London",United Kingdom,UK,,M,FO,VH,5,A,,,374,343=,,29.7,,,,,,,,,,,,,,,,,,,,,10.8,601+,3.5,601+,14.1,701+,65.1,172,97.5,123,98.0,62,9.1,692,12.3,701+,12,642=
Birla Institute of Technology and Science,India,,Asia,L,CO,VH,,Private not for Profit,668,801-850,,,26.3,,18.0,678,32.6,441,12.4,801+,39.3,480,2.9,801+,4.0,801+,7.9,801+,41.8,801+,55.0,302,58.8,525=,,,,,,,,,,,,,,,,,,
"Birla Institute of Technology and Science, Pilani",India,IN,,L,CO,VH,5,B,,,951-1000,1001-1200,,-,,,,,,,,,,,,,,,,,,,,,9.1,601+,14.4,571,7.3,701+,17.3,596,1.8,701+,2.6,701+,2.2,701+,24,352,7.9,701+
Birmingham City University,United Kingdom,UK,Europe,XL,FO,HI,3,Public,1001-1200,1001-1200,1001-1200,1001-1200,-,-,8.2,701+,8.0,701+,8.7,801+,6.5,801+,54.9,412,65.5,304,68.8,278,44.5,801+,12.1,801+,37.9,801+,5.8,601+,4.6,601+,7.6,701+,3.1,701+,43.5,385,76.5,179,1.4,701+,11.3,701+,1.3,701+
Birzeit university,Palestine,,Asia,M,CO,HI,,Private not for Profit,1201-1400,1201-1400,,,-,,12.5,701+,8.5,701+,6.7,801+,5.1,801+,17.9,748,7.4,801+,5.7,801+,20.0,801+,38.3,451,12.3,801+,,,,,,,,,,,,,,,,,,
Birzeit university,"Palestinian Territory, Occupied",PS,,M,CO,MD,4,B,,,1201-1400,1201-1400,,-,,,,,,,,,,,,,,,,,,,,,6.3,601+,9.4,601+,4.9,701+,2.7,701+,14.3,678,4.3,701+,1.2,701+,16.8,505,1,701+
Bogazici University,Turkey,,Asia,M,CO,VH,,Public,371,418,,,40.3,,36.2,335,85.8,88,5.1,801+,23.7,662,28.2,603,7.5,801+,12.6,801+,49.0,801+,88.7,116,68.5,342=,,,,,,,,,,,,,,,,,,
Bond University,Australia,AU,Oceania,S,FO,VH,3,Private not for Profit,591,587,=567,481=,28.5,20.8,5.9,701+,8.3,701+,52.1,362,53.8,346,63.5,366,90.4,164,91.2,139,24.6,801+,11.6,801+,23.5,801+,4.7,601+,5.2,601+,44.1,356,22.8,518,87.7,195,93.6,96,1.1,701+,11.7,701+,1.1,701+
Boston College,United States,US,Americas,L,CO,VH,5,Private not for Profit,526,631-640,631-640,561-570,30.9,-,29.9,407,30.2,471,28.0,681,26.8,618,9.8,801+,28.5,608,34.5,556,47.7,801+,64.8,240,56.0,579=,20.5,426,12.9,601+,19.3,684,21.5,535,12.0,701+,18.3,568,9.1,694,38.4,189,15.9,596=
Boston University,United States,US,Americas,L,FC,VH,5,Private not for Profit,88,108,=93,108,71.1,61.4,75.3,111,86.7,83,40.6,497,61.9,273,40.0,500,92.8,150,93.3,124,84.9,256,86.9,127,73.7,264,61.7,113,68.3,109,32.7,485,60.1,204,21.6,576,87.5,132,72.6,187,68.6,76,85.9,113=
Bournemouth University,United Kingdom,UK,Europe,L,CO,VH,3,Public,801-850,771-780,731-740,801-1000,-,-,8.0,701+,11.0,701+,8.1,801+,29.4,594,84.7,261,47.7,422,52.6,391,76.3,418,7.7,801+,43.4,801+,5.7,601+,8.3,601+,6.1,701+,17.4,594,81.2,224,50.1,293,23.3,515,10,701+,18.4,560=
Boğaziçi University,Turkey,TR,,L,CO,HI,5,A,,,=514,701-750,,22.7,,,,,,,,,,,,,,,,,,,,,23.0,378,58.4,138,4.0,701+,14.3,649,11.1,701+,2.6,701+,4.9,701+,52.7,121,6.2,701+
BRAC University,Bangladesh,BD,Asia,L,CO,HI,2,Private not for Profit,1201-1400,1001-1200,1001-1200,1001-1200,-,-,14.9,701+,33.4,429,11.6,801+,3.6,801+,1.7,801+,1.8,801+,6.2,801+,30.4,801+,4.5,801+,30.0,801+,10.6,601+,29.1,336,12.4,701+,1.9,701+,2.5,701+,1.4,701+,1.1,701+,9.6,701+,1.1,701+
Brandeis University,United States,US,Americas,M,CO,VH,4,Private not for Profit,741-750,721-730,661-670,497=,-,-,12.8,701+,9.7,701+,50.2,381,25.0,638,33.0,554,83.4,201,62.1,322,24.7,801+,30.5,544,28.8,801+,9.8,601+,4.3,601+,49.9,311,16.3,609,26.2,521,70.6,207,1.4,701+,17.4,477,1.5,701+
Brigham Young University,United States,US,Americas,XL,CO,VH,5,Private not for Profit,1001-1200,1001-1200,1001-1200,1001-1200,-,-,7.7,701+,13.5,701+,6.7,801+,15.8,787,1.3,801+,5.3,801+,4.2,801+,51.9,801+,36.9,469,44.6,801+,7.0,601+,5.3,601+,4.6,701+,13.3,673,1.3,701+,3.3,701+,8.2,701+,22,377,7,701+
British University in Egypt,Egypt,EG,Africa,M,FO,VH,2,Private for Profit,1201-1400,1201-1400,1201-1400,1201-1400,-,-,8.4,701+,10.8,701+,36.7,549,4.6,801+,1.8,801+,6.1,801+,10.1,801+,18.4,801+,3.0,801+,20.6,801+,5.7,601+,4.5,601+,23.1,614,2.2,701+,2.8,701+,2.6,701+,1.0,701+,6.8,701+,1.4,701+
Brno University of Technology,Czech Republic,CZ,Europe,L,FO,VH,5,Public,575,611-620,611-620,701-750,29.1,-,17.7,691,36.4,393,37.0,544,13.7,801+,26.7,631,77.3,241,79.2,215,80.7,339,15.7,801+,61.3,471=,13.1,601+,34.7,280,22.7,623,6.7,701+,9.0,701+,70.9,204,38.6,387,14.2,597,2.7,701+
Brock University,Canada,CA,Americas,L,CO,HI,4,Public,1201-1400,1201-1400,1201-1400,1001-1200,-,-,6.7,701+,10.9,701+,4.7,801+,16.6,772,4.2,801+,27.5,621,33.5,570,29.2,801+,6.7,801+,41.5,801+,4.1,601+,6.8,601+,2.4,701+,15.1,632,2.2,701+,18.8,563,2.5,701+,8.7,701+,2,701+
