University,Location,Overall Teaching Score,Research Score,Research Quality,Industry Income Score,International Outlook Score,Overall Score,Rank
Universidade Tecnológica Federal do Paraná (UTFPR),Brazil,18.6,10.3,23.4,46.4,26.1,24.959999999999997,1622
Kathmandu University,Nepal,11.3,10.9,29.4,16.6,56.5,24.94,1623
Van Yüzüncü Yil University,Turkey,21.8,22.0,20.8,37.9,22.2,24.94,1624
University of Moratuwa,Sri Lanka,12.1,16.6,38.2,33.9,23.8,24.92,1625
Jean Moulin University – Lyon 3,France,14.7,13.5,15.4,19.0,62.0,24.919999999999998,1626
University of Western Macedonia,Greece,12.5,13.4,42.1,28.1,28.4,24.9,1627
National University of San Martín,Argentina,19.6,10.8,22.8,26.3,44.8,24.86,1628
Manav Rachna International Institute of Research and Studies,India,36.6,10.2,36.4,20.5,20.6,24.859999999999996,1629
Gdynia Maritime University,Poland,24.4,10.2,16.7,52.2,20.7,24.84,1630
Dunarea de Jos University of Galati,Romania,20.1,10.7,29.3,18.5,45.5,24.82,1631
Gaziantep University,Turkey,18.1,10.9,32.8,22.3,40.0,24.82,1632
Kastamonu University,Turkey,15.0,11.9,43.5,16.5,37.2,24.82,1633
"Amity University, Gurugram",India,19.9,11.8,46.0,17.1,29.2,24.800000000000004,1634
Escuela Politécnica Nacional,Ecuador,18.3,9.4,24.0,22.2,50.0,24.78,1635
University of La Sabana,Colombia,18.1,11.2,29.6,21.2,43.8,24.78,1636
"Vels Institute of Science, Technology and Advanced Studies (VISTAS)",India,29.6,10.3,45.7,20.0,18.2,24.76,1637
University of Rwanda,Rwanda,13.4,13.6,19.1,19.8,57.9,24.76,1638
Kenyatta University,Kenya,14.2,8.9,27.2,17.2,56.1,24.72,1639
Universidad Pontificia Bolivariana (UPB),Colombia,26.5,11.4,10.3,39.9,35.3,24.68,1640
University of Namibia,Namibia,13.8,8.9,22.2,17.3,61.1,24.660000000000004,1641
Université Mohammed Premier,Morocco,19.2,11.1,38.5,20.6,33.8,24.64,1642
Alzahra University,Iran,23.6,16.4,28.1,24.1,31.0,24.639999999999997,1643
Sofia University,Bulgaria,27.1,12.0,18.1,29.1,36.8,24.62,1644
Tezpur University,India,32.5,14.4,28.4,28.7,18.6,24.52,1645
University of Warmia and Mazury in Olsztyn,Poland,18.2,15.2,40.4,24.8,23.9,24.5,1646
Federal University of Viçosa,Brazil,32.2,12.6,23.2,29.8,24.6,24.48,1647
Arak University,Iran,20.7,11.9,31.7,23.9,34.2,24.479999999999997,1648
"Usmanu Danfodiyo University, Sokoto",Nigeria,15.0,8.1,35.7,16.0,47.4,24.440000000000005,1649
Universidad Católica del Maule,Chile,13.2,14.9,22.9,16.4,54.8,24.44,1650
Ladoke Akintola University of Technology,Nigeria,14.2,10.5,37.0,25.3,35.2,24.44,1651
Badji Mokhtar University – Annaba,Algeria,43.0,8.7,14.5,21.9,34.1,24.439999999999998,1652
Fluminense Federal University,Brazil,21.6,13.5,28.6,26.9,31.5,24.419999999999998,1653
Ondokuz Mayis University,Turkey,20.1,11.0,26.9,26.8,37.3,24.419999999999998,1654
B. S. Abdur Rahman Crescent Institute of Science and Technology,India,22.3,10.5,41.5,23.2,24.6,24.419999999999998,1655
Universitas Ahmad Dahlan,Indonesia,10.1,10.4,38.8,22.3,40.2,24.36,1656
Federal University of Mato Grosso do Sul,Brazil,20.1,11.3,24.2,35.9,30.1,24.32,1657
NED University of Engineering and Technology,Pakistan,13.2,13.3,21.9,25.0,48.2,24.32,1658
Dokkyo Medical University,Japan,27.9,10.8,25.5,38.3,19.1,24.32,1659
Dow University of Health Sciences,Pakistan,18.0,10.5,30.7,19.5,42.9,24.32,1660
University of Los Lagos,Chile,15.8,14.9,24.1,16.8,49.9,24.3,1661
University of Montenegro,Montenegro,13.5,12.9,24.3,26.4,44.2,24.259999999999998,1662
University of Oum El Bouaghi,Algeria,23.2,14.5,21.1,30.1,32.3,24.240000000000002,1663
SGH Warsaw School of Economics,Poland,23.9,15.9,27.4,16.6,37.4,24.24,1664
Moulay Ismail University,Morocco,13.6,11.1,50.0,20.4,26.1,24.24,1665
National Ilan University,Taiwan,14.2,14.6,20.0,40.3,32.0,24.22,1666
University of Oradea,Romania,15.2,13.2,34.9,18.3,39.4,24.2,1667
Süleyman Demirel University,Turkey,26.2,9.9,39.3,20.2,25.3,24.18,1668
University of Dar es Salaam,Tanzania,13.2,10.5,26.3,22.8,48.0,24.16,1669
Universidade Estadual do Norte Fluminense Darcy Ribeiro,Brazil,30.6,11.7,21.9,21.2,35.3,24.139999999999997,1670
Polytechnic University of Timişoara,Romania,17.8,10.1,33.2,36.1,23.3,24.1,1671
Federal University of Goiás,Brazil,30.2,12.7,24.5,25.2,27.9,24.1,1672
Acıbadem University,Turkey,27.1,12.8,24.2,21.8,34.5,24.080000000000002,1673
Universidade Federal da Bahia,Brazil,28.8,12.4,27.1,22.6,29.4,24.060000000000002,1674
Metropolitan Autonomous University,Mexico,19.9,23.9,18.5,29.2,28.7,24.04,1675
University of Szczecin,Poland,24.2,18.9,28.1,16.6,32.2,23.999999999999996,1676
Shahid Sadoughi University of Medical Sciences,Iran,42.8,11.0,25.1,18.9,22.1,23.98,1677
Hindustan Institute of Technology and Science,India,22.8,10.2,43.1,19.8,24.0,23.979999999999997,1678
El Bosque University,Colombia,22.5,9.0,25.8,17.3,44.3,23.779999999999998,1679
Universidade Federal de Juiz de Fora,Brazil,22.8,12.4,30.9,23.1,29.7,23.779999999999998,1680
Abdelmalek Essaâdi University,Morocco,20.8,10.4,38.1,20.0,29.5,23.76,1681
National Taipei University,Taiwan,20.2,15.6,22.4,29.4,31.1,23.74,1682
University of Silesia in Katowice,Poland,24.0,14.4,25.7,23.3,31.3,23.74,1683
Tokyo City University,Japan,16.5,11.7,13.3,46.6,30.3,23.68,1684
"Federal University of Technology, Owerri",Nigeria,29.0,7.3,21.8,23.5,36.7,23.66,1685
Taras Shevchenko National University of Kyiv,Ukraine,24.7,14.2,22.2,25.5,31.7,23.66,1686
Matej Bel University,Slovakia,21.3,13.8,16.8,21.1,45.3,23.66,1687
University of Zanjan,Iran,19.3,10.0,37.9,22.8,28.3,23.66,1688
Grigore T. Popa University of Medicine and Pharmacy,Romania,23.2,10.4,19.2,24.1,41.2,23.62,1689
Bursa Uludağ University,Turkey,22.0,11.2,21.6,31.2,32.0,23.6,1690
University of Lucknow,India,28.6,10.5,33.2,19.2,26.4,23.580000000000002,1691
University of Colima,Mexico,23.3,8.0,40.3,16.8,29.5,23.58,1692
Mindanao State University – Iligan Institute of Technology,Philippines,16.4,10.1,28.4,17.5,45.2,23.520000000000003,1693
Goa University,India,32.1,12.9,25.3,23.3,24.0,23.52,1694
De La Salle University,Philippines,22.8,12.4,30.4,22.5,29.5,23.52,1695
Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA),Brazil,21.1,12.9,26.2,29.0,28.3,23.5,1696
Hormozgan University of Medical Sciences,Iran,42.0,10.5,23.1,17.9,23.8,23.46,1697
Cukurova University,Turkey,22.0,10.9,27.0,27.8,29.5,23.44,1698
Tokat Gaziosmanpaşa University,Turkey,17.3,9.8,35.6,20.7,33.6,23.4,1699
Chubu University,Japan,16.8,12.0,14.8,38.9,34.4,23.380000000000003,1700
October University for Modern Sciences and Arts (MSA),Egypt,21.6,8.8,38.2,16.8,31.5,23.380000000000003,1701
Hellenic Open University,Greece,22.5,8.6,42.5,16.6,26.5,23.339999999999996,1702
University of Valparaíso,Chile,16.5,12.5,21.9,18.9,46.7,23.3,1703
Lucian Blaga University of Sibiu,Romania,18.7,15.4,31.0,19.5,31.9,23.3,1704
Bezmiâlem Vakif University,Turkey,31.5,11.9,24.8,20.7,27.5,23.28,1705
"Soochow University, Taiwan",Taiwan,13.6,19.9,20.2,28.1,34.6,23.28,1706
Ankara Yildirim Beyazit University,Turkey,18.6,12.9,28.2,23.5,33.2,23.28,1707
Chuo University,Japan,18.9,13.0,14.9,39.4,30.2,23.279999999999998,1708
University of Al-Qadisiyah,Iraq,20.0,7.8,45.5,16.1,26.6,23.2,1709
Christ University,India,15.1,10.4,46.7,19.0,24.7,23.18,1710
International Hellenic University,Greece,9.9,9.8,41.3,24.7,29.8,23.1,1711
University of Miskolc,Hungary,25.6,14.2,19.0,23.0,33.5,23.06,1712
State University of Malang,Indonesia,19.2,11.4,30.1,19.8,34.6,23.02,1713
Karpagam Academy of Higher Education,India,19.0,9.3,44.3,18.7,23.7,23.0,1714
Bharath Institute of Higher Education and Research,India,21.8,7.6,29.4,22.5,33.5,22.96,1715
Kogakuin University,Japan,16.6,11.6,20.0,41.5,24.7,22.880000000000003,1716
Oita University,Japan,26.2,11.7,18.3,34.7,23.3,22.84,1717
Technical University of Sofia,Bulgaria,22.7,11.6,21.3,34.5,24.1,22.839999999999996,1718
Universitas Syiah Kuala,Indonesia,15.4,9.6,43.8,19.6,25.7,22.82,1719
Széchenyi István University,Hungary,18.9,13.1,23.7,27.5,30.8,22.8,1720
"University of the Andes, Venezuela",Venezuela,20.7,8.8,10.5,24.0,50.0,22.8,1721
Iwate University,Japan,24.7,11.1,10.8,38.1,29.3,22.799999999999997,1722
National University of Kaohsiung,Taiwan,13.3,16.5,12.0,39.9,32.3,22.799999999999997,1723
Universidade Estadual de Maringá,Brazil,31.6,14.0,19.3,26.2,22.6,22.740000000000002,1724
University of Sri Jayewardenepura,Sri Lanka,12.3,9.2,38.0,17.7,36.4,22.72,1725
Kwansei Gakuin University,Japan,16.1,10.5,16.5,31.7,38.6,22.68,1726
Nnamdi Azikiwe University,Nigeria,23.1,8.2,29.0,19.0,34.0,22.66,1727
REVA University,India,14.0,8.5,50.7,19.6,20.3,22.62,1728
Universitas Sumatera Utara,Indonesia,16.9,11.0,27.7,20.4,36.8,22.56,1729
Bernardo O’Higgins University,Chile,13.8,10.5,12.8,22.3,53.3,22.54,1730
Wasit University,Iraq,16.3,9.0,43.0,16.2,28.1,22.52,1731
Doshisha University,Japan,17.6,11.2,10.9,36.9,35.9,22.5,1732
Nitte (Deemed to be University),India,42.7,10.9,18.7,18.3,21.9,22.5,1733
Bharati Vidyapeeth University,India,25.9,10.2,22.2,34.9,19.3,22.499999999999996,1734
Osaka Institute of Technology,Japan,14.8,15.6,16.4,39.5,26.1,22.48,1735
Universitas Negeri Yogyakarta,Indonesia,18.3,11.3,26.9,23.6,32.3,22.479999999999997,1736
National University of Cuyo,Argentina,19.0,8.0,18.5,25.2,41.5,22.44,1737
Pontificia Universidad Católica del Ecuador,Ecuador,14.2,8.8,16.9,16.1,56.2,22.44,1738
Nara Women’s University,Japan,24.5,8.8,16.7,25.0,37.2,22.44,1739
University of Taipei,Taiwan,17.1,17.1,14.8,29.3,33.9,22.439999999999998,1740
Universidad Industrial de Santander (UIS),Colombia,14.9,22.9,12.5,24.7,37.0,22.4,1741
Misr University for Science and Technology,Egypt,15.4,8.5,32.3,17.8,37.6,22.32,1742
Vinayaka Mission’s Research Foundation,India,26.8,8.4,42.3,16.1,17.9,22.3,1743
PSG College of Technology,India,18.3,9.7,30.2,35.5,17.8,22.3,1744
University of Babylon,Iraq,25.7,8.6,35.7,21.4,19.8,22.240000000000002,1745
National United University,Taiwan,13.4,12.2,14.9,49.6,21.1,22.24,1746
Universitas Andalas,Indonesia,23.5,9.9,18.6,26.9,32.2,22.220000000000002,1747
Ibaraki University,Japan,18.0,12.4,13.3,40.7,26.7,22.220000000000002,1748
Gheorghe Asachi Technical University of Iaşi,Romania,15.4,10.0,21.8,31.9,32.0,22.22,1749
Damghan University,Iran,17.9,10.8,33.3,19.6,29.4,22.2,1750
Meiji University,Japan,16.4,11.9,13.7,38.3,30.7,22.2,1751
Bolu Abant Izzet Baysal University,Turkey,15.5,9.5,31.6,17.8,36.4,22.160000000000004,1752
Konya Technical University,Turkey,16.7,10.1,44.4,16.4,23.0,22.119999999999997,1753
Federal University of Pelotas,Brazil,19.2,14.4,28.6,24.4,23.9,22.1,1754
University of Mascara,Algeria,16.0,7.9,27.0,16.3,43.3,22.1,1755
Ferhat Abbas Sétif University 1,Algeria,14.3,3.9,35.2,18.9,38.1,22.080000000000002,1756
Catholic University of Brasília,Brazil,27.3,12.5,12.3,20.9,37.4,22.080000000000002,1757
Georgian Technical University,Georgia,28.4,9.3,16.0,16.6,39.9,22.040000000000003,1758
Meijo University,Japan,14.4,12.3,10.9,45.4,27.1,22.02,1759
University of Craiova,Romania,18.6,12.3,28.2,25.3,25.6,22.0,1760
University of Bío-Bío,Chile,13.7,11.2,14.5,23.8,46.8,22.0,1761
Universidad Panamericana (UP),Mexico,24.0,9.1,11.5,16.7,48.6,21.98,1762
Adelphi University,United States,24.1,7.7,28.4,17.0,32.5,21.94,1763
University of Diyala,Iraq,18.6,8.2,39.1,17.6,26.0,21.9,1764
Ibn Khaldoun University,Algeria,14.9,8.3,32.0,16.7,37.6,21.9,1765
National Aviation University,Ukraine,22.6,8.9,36.7,16.8,24.4,21.880000000000003,1766
"Vignan’s Foundation for Science, Technology and Research",India,21.7,7.9,34.9,20.8,24.0,21.86,1767
Al-Nahrain University,Iraq,26.9,9.4,29.1,21.5,22.3,21.84,1768
Bilecik Şeyh Edebali University,Turkey,15.8,10.0,24.2,23.0,36.2,21.84,1769
Mustansiriyah University,Iraq,25.2,8.9,18.0,21.8,35.2,21.82,1770
Lagos State University,Nigeria,13.3,9.0,26.1,17.0,43.7,21.82,1771
Tokyo Denki University,Japan,14.8,9.1,12.6,50.8,21.7,21.8,1772
Université Chouaïb Doukkali,Morocco,15.4,11.0,34.8,20.7,27.0,21.779999999999998,1773
Eskişehir Osmangazi University,Turkey,22.1,19.4,20.7,19.4,27.2,21.759999999999998,1774
Kanazawa Medical University,Japan,26.9,10.3,18.5,32.3,20.7,21.740000000000002,1775
University of West Attica,Greece,9.6,10.5,37.6,26.5,24.4,21.72,1776
Aydın Adnan Menderes University,Turkey,28.5,18.1,17.8,21.0,23.1,21.7,1777
University of Brawijaya,Indonesia,21.0,10.8,19.9,23.9,32.9,21.7,1778
University of Life Sciences in Lublin,Poland,21.5,12.0,32.0,21.0,21.9,21.68,1779
State University of Santa Cruz,Brazil,22.8,9.7,15.5,19.6,40.8,21.68,1780
Temuco Catholic University,Chile,20.8,10.5,13.8,19.5,43.7,21.66,1781
GMR Institute of Technology,India,15.9,9.1,45.0,17.6,20.7,21.66,1782
Tashkent University of Information Technologies,Uzbekistan,16.8,9.2,38.7,21.4,21.9,21.6,1783
National University of Mongolia,Mongolia,14.7,9.2,12.5,20.6,51.0,21.6,1784
Université 8 Mai 1945 Guelma,Algeria,17.0,8.6,28.4,17.9,36.0,21.580000000000002,1785
"Federal University of Agriculture, Abeokuta",Nigeria,16.1,9.0,26.2,23.5,33.1,21.580000000000002,1786
Sivas Cumhuriyet University,Turkey,16.8,10.2,28.6,19.0,33.0,21.52,1787
University of Sarajevo,Bosnia and Herzegovina,20.2,11.2,20.8,26.6,28.7,21.500000000000004,1788
Tamil Nadu Agricultural University,India,35.0,12.0,16.1,27.2,17.1,21.48,1789
Oran 1 University,Algeria,31.3,8.8,11.4,18.5,37.3,21.46,1790
University of Béjaïa,Algeria,16.4,8.8,17.8,19.6,44.5,21.419999999999998,1791
Universitas Pendidikan Indonesia,Indonesia,18.8,11.9,29.8,20.7,25.9,21.419999999999998,1792
Okayama University of Science,Japan,14.0,11.5,14.8,40.8,25.8,21.38,1793
Baku State University,Azerbaijan,22.9,9.1,17.8,19.0,38.0,21.36,1794
Hue University,Vietnam,13.5,9.1,18.0,16.9,48.9,21.28,1795
Chinese Culture University,Taiwan,14.7,11.7,13.4,37.0,29.6,21.28,1796
National University of Córdoba,Argentina,17.8,10.3,20.6,20.5,37.2,21.28,1797
Rzeszów University of Technology,Poland,19.8,9.6,28.2,23.5,25.3,21.279999999999998,1798
Universidade Federal de Sergipe,Brazil,19.4,10.4,26.0,21.2,29.1,21.22,1799
Lviv Polytechnic National University,Ukraine,16.5,11.7,28.8,21.9,27.1,21.2,1800
EAFIT University,Colombia,15.5,11.3,16.7,18.5,44.0,21.2,1801
University of Medellín,Colombia,18.9,10.1,15.1,18.5,43.2,21.160000000000004,1802
University of Baghdad,Iraq,25.2,12.1,23.8,25.1,19.6,21.159999999999997,1803
Bialystok University of Technology,Poland,21.5,13.6,22.4,20.5,27.6,21.119999999999997,1804
Tokyo University of Agriculture,Japan,17.2,9.7,20.8,33.4,24.4,21.1,1805
University of Port Harcourt,Nigeria,22.7,9.0,18.2,20.6,34.7,21.04,1806
Universitas Muhammadiyah Yogyakarta,Indonesia,12.0,10.8,21.2,16.8,44.4,21.04,1807
Bursa Technical University,Turkey,13.8,8.6,25.7,22.2,34.8,21.02,1808
University of Passo Fundo (UPF),Brazil,21.3,11.7,26.3,18.3,27.3,20.979999999999997,1809
Universitas Negeri Semarang,Indonesia,13.5,11.5,39.7,16.9,23.3,20.979999999999997,1810
Toyo University,Japan,14.4,9.1,9.6,31.8,39.9,20.96,1811
Pontifical Catholic University of Argentina,Argentina,24.2,8.7,7.2,17.6,46.9,20.919999999999998,1812
Universidad Científica del Sur,Peru,22.5,8.9,13.2,16.0,44.0,20.919999999999998,1813
Ionian University,Greece,16.7,11.4,30.4,22.8,23.3,20.919999999999998,1814
Universidad San Ignacio de Loyola,Peru,11.1,9.8,28.0,15.8,39.8,20.9,1815
Universitas Muhammadiyah Malang,Indonesia,12.3,8.2,39.6,15.8,28.5,20.880000000000003,1816
Université Kasdi Merbah Ouargla,Algeria,28.2,9.9,18.9,17.2,30.1,20.860000000000003,1817
Instituto Politécnico Nacional (IPN),Mexico,20.7,10.3,15.1,32.5,25.6,20.839999999999996,1818
Federal University of Pará,Brazil,21.9,12.1,21.0,23.3,25.9,20.839999999999996,1819
Federal Rural University of Pernambuco,Brazil,28.0,11.0,18.6,22.0,24.5,20.82,1820
University of Biskra,Algeria,19.0,8.6,20.7,17.7,38.0,20.8,1821
Universidad del Valle,Colombia,24.0,9.0,12.1,19.8,39.0,20.78,1822
Alberto Hurtado University,Chile,13.8,14.7,22.2,15.7,37.3,20.740000000000002,1823
University of Abou Bekr Belkaïd Tlemcen,Algeria,25.4,8.8,12.6,21.0,35.7,20.700000000000003,1824
Latvia University of Life Sciences and Technologies,Latvia,20.3,16.2,16.6,25.4,25.0,20.7,1825
Ivane Javakhishvili Tbilisi State University,Georgia,14.0,11.2,17.8,17.8,42.6,20.68,1826
Jianghan University,China,17.1,9.7,27.0,28.7,20.9,20.68,1827
Université Sultan Moulay Slimane,Morocco,17.4,11.1,35.4,17.2,22.0,20.619999999999997,1828
National Technical University Kharkiv Polytechnic Institute,Ukraine,24.8,9.0,16.3,19.1,33.9,20.619999999999997,1829
Universidad Nacional Agraria La Molina,Peru,23.9,7.9,8.4,16.5,46.3,20.6,1830
Universidad Autónoma de Querétaro,Mexico,18.5,11.0,16.6,27.8,29.0,20.580000000000002,1831
Bozok University,Turkey,14.9,9.3,28.6,17.8,32.2,20.560000000000002,1832
R V College of Engineering,India,27.5,10.1,21.4,27.0,16.4,20.48,1833
University of Sistan and Baluchestan,Iran,20.1,11.3,25.8,21.6,23.5,20.46,1834
Yerevan State University,Armenia,24.8,8.8,8.7,20.9,39.0,20.439999999999998,1835
Kanagawa University,Japan,17.9,8.3,11.2,25.7,38.9,20.4,1836
National University of Comahue (UNCo),Argentina,22.6,7.9,20.2,16.2,35.0,20.380000000000003,1837
Dumlupinar University,Turkey,10.5,8.4,25.0,17.9,40.1,20.380000000000003,1838
Shanxi Medical University,China,23.6,11.2,24.9,22.6,19.6,20.380000000000003,1839
Universidad Técnica de Manabí,Ecuador,9.5,8.4,6.1,15.8,62.1,20.380000000000003,1840
Utsunomiya University,Japan,21.0,12.2,9.2,30.7,28.6,20.340000000000003,1841
Sikkim Manipal University,India,20.9,9.2,32.8,17.1,21.7,20.34,1842
Kharkiv Aviation Institute,Ukraine,20.5,10.0,27.2,18.0,26.0,20.34,1843
Kirikkale University,Turkey,19.4,19.4,17.3,26.5,19.1,20.339999999999996,1844
Federal University of Itajubá,Brazil,19.3,9.7,19.3,24.7,28.6,20.32,1845
Burdur Mehmet Akif Ersoy University,Turkey,15.7,9.4,34.2,18.7,23.6,20.32,1846
Université Hassan 1er,Morocco,25.5,10.7,24.0,17.9,23.4,20.3,1847
University of Phayao,Thailand,14.8,10.0,35.3,18.2,23.2,20.3,1848
Universidade do Estado de Santa Catarina,Brazil,28.3,11.5,16.2,23.1,22.1,20.24,1849
Recep Tayyip Erdoğan University,Turkey,17.7,10.4,32.8,17.9,22.3,20.22,1850
Sri Ramachandra Institute of Higher Education and Research,India,25.2,11.9,13.7,23.2,27.1,20.22,1851
Damascus University,Syria,12.3,8.8,11.9,20.9,47.1,20.2,1852
Mapúa University,Philippines,13.0,14.4,31.1,21.1,21.3,20.18,1853
Eskişehir Technical University,Turkey,20.2,10.0,22.0,25.1,23.5,20.160000000000004,1854
GITAM University,India,20.8,9.8,23.9,19.9,26.0,20.080000000000002,1855
Tokyo University of Technology,Japan,15.7,12.2,9.7,29.3,33.5,20.08,1856
National Formosa University,Taiwan,14.2,11.3,8.2,47.5,19.0,20.04,1857
State University of Ponta Grossa,Brazil,26.6,11.7,15.9,19.0,26.9,20.02,1858
Sichuan University of Science and Engineering,China,11.9,10.7,23.7,33.6,20.0,19.98,1859
Benemérita Universidad Autónoma de Puebla,Mexico,22.0,8.9,12.3,20.2,36.4,19.96,1860
Erzincan Binali Yıldırım University,Turkey,12.1,8.9,37.4,17.4,23.9,19.939999999999998,1861
University of Prishtina,Kosovo,12.7,11.7,22.8,20.1,32.1,19.880000000000003,1862
Al-Muthanna University,Iraq,17.7,8.4,23.2,16.0,34.1,19.880000000000003,1863
Larbi Tebessi University,Algeria,16.8,8.9,26.1,16.1,31.5,19.880000000000003,1864
Mersin University,Turkey,16.3,10.2,22.9,21.3,28.7,19.880000000000003,1865
Kharkiv National University of Radio Electronics,Ukraine,21.5,9.3,23.4,17.6,27.5,19.860000000000003,1866
Indira Gandhi Delhi Technical University for Women,India,18.4,10.7,35.2,18.1,16.8,19.84,1867
Çankırı Karatekin University,Turkey,12.4,10.0,23.1,16.0,37.7,19.84,1868
National University of Life and Environmental Sciences of Ukraine,Ukraine,16.0,8.9,26.4,24.3,23.6,19.839999999999996,1869
M S Ramaiah University of Applied Sciences (RUAS),India,24.4,8.8,28.3,19.3,18.4,19.839999999999996,1870
Kansai University,Japan,21.4,8.1,7.7,27.3,34.6,19.82,1871
Aoyama Gakuin University,Japan,19.6,9.0,9.3,25.5,35.7,19.82,1872
University of Birjand,Iran,12.4,9.9,29.6,18.0,28.8,19.740000000000002,1873
University of Sciences and Technology Houari Boumediene,Algeria,16.5,8.5,15.2,25.0,33.5,19.740000000000002,1874
M’Hamed Bougara University of Boumerdès,Algeria,15.2,8.3,20.9,21.8,32.1,19.660000000000004,1875
Niğde Ömer Halisdemir University,Turkey,13.5,10.0,26.3,19.5,28.9,19.639999999999997,1876
Mackenzie Presbyterian University,Brazil,19.7,11.7,12.3,24.7,29.7,19.62,1877
Bogomolets National Medical University,Ukraine,25.3,9.3,8.2,18.2,37.1,19.619999999999997,1878
University of Sonora,Mexico,13.8,8.4,13.7,28.2,33.8,19.580000000000002,1879
Vali-e-Asr University of Rafsanjan,Iran,12.9,10.2,32.6,19.2,22.9,19.560000000000002,1880
Ryukoku University,Japan,15.5,10.7,14.3,24.9,32.4,19.560000000000002,1881
Kırşehir Ahi Evran University,Turkey,12.2,10.4,19.5,18.6,37.0,19.54,1882
Universidad Nacional del Litoral,Argentina,13.7,9.6,16.7,24.3,33.2,19.5,1883
Zonguldak Bülent Ecevit University,Turkey,12.5,11.1,25.1,19.3,29.3,19.46,1884
Universidad Santo Tomás,Chile,13.1,9.8,12.5,16.0,45.5,19.380000000000003,1885
Yanbian University,China,15.4,9.4,24.4,25.6,21.9,19.340000000000003,1886
Kocaeli University,Turkey,12.1,9.6,25.2,26.0,23.6,19.3,1887
Université Frères Mentouri Constantine 1,Algeria,18.8,8.6,13.3,18.4,37.2,19.26,1888
Thiagarajar College of Engineering,India,19.8,9.2,29.5,19.6,18.2,19.259999999999998,1889
Blida 1 University,Algeria,19.7,8.8,14.6,17.8,35.1,19.2,1890
Toyama Prefectural University,Japan,23.8,9.7,8.9,30.7,22.5,19.119999999999997,1891
Uşak University,Turkey,12.4,10.4,24.0,16.6,32.2,19.119999999999997,1892
National Technical University of Ukraine – Igor Sikorsky Kyiv Polytechnic Institute,Ukraine,22.1,10.7,16.9,23.3,22.3,19.06,1893
Universidad Autónoma de Yucatán,Mexico,15.1,10.1,13.8,23.0,33.2,19.04,1894
Jan Kochanowski University in Kielce,Poland,21.4,12.2,12.4,21.8,27.4,19.04,1895
Université Mouloud Mammeri de Tizi-Ouzou,Algeria,18.1,8.0,8.3,16.9,43.6,18.98,1896
University of Guanajuato,Mexico,16.6,9.2,14.3,22.1,32.7,18.98,1897
Başkent University,Turkey,19.9,11.7,16.6,23.7,22.8,18.94,1898
University of Laghouat,Algeria,15.7,8.7,14.7,16.4,38.5,18.8,1899
University Mohamed Boudiaf of M’Sila,Algeria,18.7,9.2,13.5,18.4,34.0,18.759999999999998,1900
Hasanuddin University,Indonesia,18.9,9.9,26.4,19.0,19.5,18.74,1901
Chiba Institute of Technology,Japan,14.7,8.8,16.1,32.8,21.2,18.720000000000002,1902
CES University,Colombia,22.4,9.2,8.6,16.5,36.9,18.72,1903
Sri Lanka Institute of Information Technology,Sri Lanka,10.2,10.9,16.3,38.4,17.5,18.660000000000004,1904
University of Fortaleza (UNIFOR),Brazil,14.4,9.1,19.8,17.7,32.3,18.66,1905
Islamic University of Indonesia,Indonesia,15.0,10.3,15.1,17.7,35.2,18.66,1906
Afyon Kocatepe University,Turkey,13.6,9.8,23.5,21.0,25.1,18.6,1907
Universitas Negeri Padang,Indonesia,12.1,8.1,30.9,16.6,25.3,18.599999999999998,1908
Universidad Técnica Particular de Loja,Ecuador,10.7,8.4,8.5,19.9,45.4,18.580000000000002,1909
Universidad Autónoma de Nuevo León (UANL),Mexico,13.1,9.4,16.3,21.7,32.1,18.52,1910
Aksaray University,Turkey,11.8,9.1,23.1,19.9,28.6,18.5,1911
Mugla Sitki Kocman University,Turkey,12.8,10.9,20.9,21.9,26.0,18.5,1912
Burapha University,Thailand,17.3,9.9,10.7,25.7,28.9,18.5,1913
Universidad Politécnica Salesiana,Ecuador,11.8,9.2,14.6,19.9,36.6,18.419999999999998,1914
Muş Alparslan University,Turkey,10.4,10.9,36.3,16.2,18.3,18.419999999999998,1915
Trakya University,Turkey,12.7,9.3,19.3,19.7,30.9,18.380000000000003,1916
University of Caxias do Sul,Brazil,16.1,9.2,21.7,21.3,23.3,18.32,1917
Srinakharinwirot University,Thailand,20.6,9.9,17.0,20.2,23.4,18.22,1918
Centro Federal de Educação Tecnológica Celso Suckow da Fonseca (CEFET-RJ),Brazil,12.9,9.9,19.5,17.7,30.8,18.16,1919
University of Science and Technology of Oran Mohamed-Boudiaf,Algeria,24.7,7.2,9.8,17.8,31.2,18.14,1920
Ivan Franko National University of Lviv,Ukraine,22.3,10.7,10.4,18.2,29.0,18.119999999999997,1921
Universitas Negeri Surabaya,Indonesia,13.2,9.7,20.2,18.1,29.4,18.119999999999997,1922
Adana Alparslan Türkeş Science and Technology University,Turkey,17.1,8.7,28.1,16.5,19.9,18.060000000000002,1923
Uzhhorod National University,Ukraine,17.9,9.1,6.2,16.8,40.2,18.04,1924
Universidade Federal do Maranhão (UFMA),Brazil,15.2,11.1,15.0,25.6,23.2,18.020000000000003,1925
Ekiti State University,Nigeria,22.9,3.6,13.6,15.9,33.9,17.98,1926
Universidad Autónoma Chapingo,Mexico,24.1,17.9,6.6,16.3,24.7,17.92,1927
