University Name,Country,THE Rank,QS Rank,THE Overall Score,QS Overall Score,Academic Reputation,Employer Reputation,Teaching Score,Research Score,THE Citation Score,QS Citation Score,Industry Income,Faculty Student Score,Student Staff Ratio,Number of Students,International Students %,International Faculty Score,International Students Score,International Research Network,International Outlook,Employment Outcomes,Sustainability Score
University of Technology Sydney,Australia,148,90,62.3,61.8,43.4,57.8,36.2,43.3,95.9,95.3,78.9,9.0,37.4,28223.0,0.25,96.6,93.6,79.7,94.3,30.1,93.1
University of Zurich,Switzerland,80,91,69.9,61.6,59.1,27.6,54.8,53.4,91.8,52.0,93.7,89.9,14.7,25608.0,0.24,100.0,53.0,87.2,92.4,75.2,80.2
University of Bonn,Germany,91,,67.8,,10.95,9.5,51.7,57.7,89.7,10.4,82.6,16.85,44.5,26290.0,0.17,13.5,10.25,6.95,73.8,11.8,8.4
Tokyo Institute of Technology,Japan,191,91,59.2,61.6,74.4,94.8,59.5,63.3,49.4,53.0,100.0,84.4,9.6,9928.0,0.17,31.8,31.7,8.9,60.1,19.7,18.0
Universidad Nacional Autónoma de México,Mexico,801-1000,93,32.7-36.9,61.4,96.6,98.2,29.9,30.4,34.4,2.7,62.5,39.8,17.1,175561.0,0.04,8.3,2.5,84.5,58.4,68.4,88.5
Boston University,United States,78,93,70.1,61.4,61.7,68.3,59.6,54.1,94.3,60.1,76.4,32.7,10.8,26677.0,0.29,21.6,87.5,72.6,74.1,68.6,85.9
Charité - Universitätsmedizin Berlin,Germany,94,,67.2,,10.95,9.5,47.5,49.1,97.7,10.4,100.0,16.85,17.5,8868.0,0.21,13.5,10.25,6.95,75.2,11.8,8.4
Universidad de Buenos Aires,Argentina,,95,,61,93.3,98.0,25.8,17.2,52.4,1.7,41.0,73.5,16.3,16267.0,0.06,62.6,66.7,28.1,45.3,26.2,18.8
University of St Andrews,United Kingdom,193,95,59,61,47.3,67.2,46.0,42.6,77.7,57.7,63.6,64.9,12.4,10325.0,0.46,98.7,100.0,51.1,95.8,22.4,92.1
Georgia Institute of Technology,United States,36,97,80,60.9,67.4,85.1,63.4,78.9,94.1,67.1,94.6,15.3,28.0,32079.0,0.29,38.8,65.4,33.2,84.8,41.7,70.4
Freie Universitaet Berlin,Germany,102,98,66.5,60.8,80.8,51.0,52.1,59.7,82.5,71.4,71.6,4.4,41.5,25427.0,0.2,62.8,43.6,84.9,82.4,21.9,60.1
Purdue University,United States,,99,,60.7,63.9,81.2,25.8,17.2,52.4,68.4,41.0,10.3,16.3,16267.0,0.06,41.5,45.8,75.4,45.3,53.4,67.4
Pohang University of Science And Technology,South Korea,149,100,62.2,60.4,51.6,75.9,58.1,51.5,77.2,98.3,100.0,99.9,10.5,3300.0,0.05,33.8,2.6,1.3,40.0,13.4,16.9
University of Nottingham,United Kingdom,130,100,63.8,60.4,60.7,72.1,45.6,45.9,90.6,46.5,71.2,32.2,16.0,33520.0,0.27,90.0,75.2,98.4,92.8,24.4,80.0
University of Wisconsin-Madison,United States,63,102,73.3,60,80.2,47.8,68.5,67.5,85.5,37.4,79.8,61.3,9.9,41209.0,0.13,30.9,22.8,83.6,62.8,73.1,83.7
Pontificia Universidad Católica de Chile,Chile,401-500,103,45.4-49.0,59.9,92.9,99.5,29.7,34.3,67.6,11.6,84.7,20.6,15.0,30448.0,0.03,16.4,3.5,56.8,57.9,76.3,91.3
University of Sheffield,United Kingdom,105,104,66.2,59.7,58.7,52.3,48.0,49.5,92.3,46.9,77.5,54.7,15.4,27860.0,0.4,84.0,97.5,96.1,92.0,24.9,76.3
Uppsala University,Sweden,140,105,62.8,59.4,62.7,30.5,43.9,55.0,81.3,45.6,97.7,47.7,13.3,24749.0,0.17,98.3,82.4,95.5,74.7,58.2,99.4
RWTH Aachen University,Germany,90,106,68,59.3,49.7,93.0,54.9,64.8,78.9,78.7,100.0,5.5,43.3,34914.0,0.29,49.0,83.0,63.5,71.2,23.9,53.4
University of Copenhagen,Denmark,103,107,66.3,58.8,74.1,25.8,49.2,51.1,91.3,21.2,89.5,100.0,4.3,31728.0,0.14,91.4,22.5,98.2,80.1,60.1,87.4
Utrecht University,Netherlands,,107,,58.8,66.6,31.6,25.8,17.2,52.4,80.8,41.0,32.6,16.3,16267.0,0.06,57.1,21.2,95.0,45.3,26.5,83.5
Aalto University,Finland,201-250,109,55.9-58.6,58.7,44.6,41.8,42.0,43.1,79.7,79.4,87.2,40.2,20.4,14427.0,0.23,95.5,37.7,56.2,81.8,88.9,95.0
Newcastle University,United Kingdom,168,110,60.8,58.6,48.0,74.5,37.2,41.1,93.8,50.2,72.1,35.6,14.8,25650.0,0.26,90.0,70.9,96.1,91.3,24.1,98.8
University of Alberta,Canada,109,111,65.9,58.3,56.8,36.5,50.1,55.5,80.9,59.1,99.9,42.8,22.8,33730.0,0.27,97.9,73.2,92.1,90.7,46.0,76.1
University of Waterloo,Canada,158,112,61.7,58.1,40.7,66.7,42.2,49.3,83.7,82.9,78.3,6.8,24.2,36904.0,0.23,76.8,77.9,55.4,89.3,55.9,97.1
Tohoku University,Japan,130,113,63.8,58,72.4,84.2,67.8,66.4,53.8,29.6,99.9,98.5,11.8,17409.0,0.12,14.2,13.8,27.6,58.5,17.2,74.8
Western University,Canada,201-250,114,55.9-58.6,57.4,32.1,47.4,40.2,42.9,75.2,98.3,99.6,3.7,33.0,30176.0,0.24,99.7,54.6,56.4,87.5,93.3,99.6
University of Helsinki,Finland,121,115,65.1,57.2,65.1,32.3,48.1,57.6,90.6,49.8,69.2,63.4,15.9,22887.0,0.05,71.5,5.4,96.0,56.7,65.7,82.7
University of Southern California,United States,74,116,70.8,57.1,52.5,47.6,59.2,58.8,92.5,68.0,74.4,21.7,14.2,44083.0,0.24,31.8,73.5,62.8,74.3,93.1,98.9
University of Oslo,Norway,127,117,64.3,56.9,55.8,11.2,45.6,50.6,92.1,64.2,72.3,81.7,12.5,20967.0,0.15,86.1,25.4,95.9,75.6,41.8,91.8
Stockholm University,Sweden,185,118,59.6,56.8,54.1,15.2,32.1,49.6,91.0,71.9,59.2,28.2,20.3,29774.0,0.13,81.5,84.1,95.3,81.2,76.2,75.1
"KIT, Karlsruhe Institute of Technology",Germany,140,119,62.8,56.4,45.6,76.8,49.9,56.8,72.5,71.9,99.9,36.0,20.5,21448.0,0.25,70.4,46.7,76.0,77.6,38.7,23.9
Humboldt-Universität zu Berlin,Germany,87,120,68.2,56.3,90.2,65.9,55.3,63.7,82.8,31.3,65.4,7.6,54.5,34761.0,0.18,68.1,31.5,86.0,79.0,14.4,37.5
Technical University of Denmark,Denmark,126,121,64.6,56.2,32.5,16.3,50.7,47.4,83.2,83.4,99.7,99.8,7.7,10410.0,0.28,100.0,82.0,71.6,92.2,28.9,54.9
Lancaster University,United Kingdom,155,122,61.8,55.7,39.7,40.2,40.2,40.7,93.9,79.3,66.6,25.2,13.9,15385.0,0.38,93.6,90.6,75.3,96.8,20.7,98.0
Politecnico di Milano,Italy,201-250,123,55.9-58.6,55.2,69.3,71.2,42.9,49.7,71.9,48.3,95.3,5.2,25.7,38978.0,0.19,63.8,56.6,75.1,65.3,36.9,29.4
Eindhoven University of Technology,Netherlands,168,124,60.8,55,29.3,76.2,47.4,51.5,71.3,89.7,100.0,40.4,21.4,10611.0,0.27,100.0,70.8,40.1,87.3,19.7,18.0
University of Basel,Switzerland,123,124,64.9,55,27.8,17.8,50.8,42.9,87.7,96.5,99.4,57.4,10.4,8536.0,0.31,100.0,85.0,74.4,95.4,41.1,70.4
University of Bern,Switzerland,116,126,65.4,54.8,30.5,24.4,45.1,47.0,93.3,99.2,99.2,54.6,18.2,12399.0,0.16,100.0,36.9,89.1,87.0,26.1,73.6
Leiden University,Netherlands,77,126,70.2,54.8,69.1,26.8,46.0,62.7,93.0,62.7,98.1,20.2,19.3,35072.0,0.21,85.5,50.2,93.7,87.8,26.9,46.0
University of Freiburg,Germany,128,,64.1,,10.95,9.5,46.7,51.3,86.2,10.4,100.0,16.85,34.4,19417.0,0.17,13.5,10.25,6.95,74.2,11.8,8.4
University of Geneva,Switzerland,183,128,59.8,54.2,45.1,14.1,41.8,38.0,86.7,75.4,80.7,42.0,8.4,18865.0,0.4,100.0,96.3,87.3,97.1,31.0,63.1
Chalmers University of Technology,Sweden,189,129,59.4,54,26.6,51.5,42.7,46.6,79.4,80.9,97.1,51.1,15.4,10103.0,0.17,100.0,67.4,52.2,74.1,28.7,82.9
Macquarie University,Australia,180,130,60.1,53.7,31.6,41.0,36.7,44.2,87.4,81.3,90.9,10.3,51.7,30371.0,0.22,98.6,93.6,81.4,88.6,43.2,91.8
University of Vienna,Austria,119,130,65.2,53.7,70.8,42.5,48.7,60.3,77.4,14.5,75.9,22.0,37.4,31318.0,0.31,99.3,88.1,93.5,94.9,56.8,74.1
"University of California, Davis",United States,59,132,74.1,53.2,63.9,44.7,63.7,67.8,87.2,40.7,91.5,30.4,13.3,37926.0,0.18,70.3,49.3,77.8,78.7,19.0,98.9
"University of North Carolina, Chapel Hill",United States,72,132,71.2,53.2,63.0,33.9,63.4,60.3,93.9,42.5,75.8,72.9,7.7,30782.0,0.08,24.7,10.1,82.2,50.9,47.9,96.8
Texas A&M University,United States,118,134,65.3,52.9,62.0,59.6,55.2,62.1,77.3,68.4,76.4,4.5,20.5,64427.0,0.06,23.1,13.3,88.4,64.1,30.1,61.3
Sapienza University of Rome,Italy,181,134,60,52.9,79.2,41.0,53.5,48.1,77.9,44.9,85.4,4.6,22.2,60522.0,0.09,3.0,10.8,96.9,46.5,59.8,92.0
Michigan State University,United States,116,136,65.4,52.7,59.9,49.4,54.8,52.3,86.2,58.0,70.0,11.3,16.1,44514.0,0.11,58.6,12.8,95.6,71.4,45.5,71.2
University of Science and Technology of China,China,57,137,74.8,52.6,52.5,17.5,74.3,66.3,88.2,98.5,95.6,91.2,8.1,20252.0,0.05,16.8,5.2,32.2,45.4,24.8,21.6
Universiti Sains Malaysia,Malaysia,401-500,137,45.4-49.0,52.6,61.4,74.7,42.9,27.8,60.0,16.2,53.7,55.2,12.1,24850.0,0.28,24.9,88.9,59.6,71.9,18.2,85.5
University of Groningen,Netherlands,79,139,70,52.5,52.9,29.9,47.5,57.2,94.5,42.9,99.9,51.4,28.8,31942.0,0.29,93.5,85.6,92.1,93.4,22.3,67.7
Radboud University Nijmegen,Netherlands,140,,62.8,,10.95,9.5,39.1,51.0,91.3,10.4,81.4,16.85,18.2,23004.0,0.12,13.5,10.25,6.95,77.7,11.8,8.4
RMIT University,Australia,251-300,140,53.1-55.8,52.4,38.6,49.6,35.5,36.2,83.2,68.6,73.2,5.4,24.0,32574.0,0.34,100.0,92.8,57.3,92.8,28.8,96.2
Université de Montréal,Canada,111,141,65.8,52.1,56.6,34.5,51.2,54.1,81.7,24.9,96.6,77.0,20.5,39935.0,0.22,88.4,52.2,65.2,87.7,36.0,95.5
Nanjing University,China,73,141,70.9,52.1,59.6,25.4,64.0,61.7,85.3,96.9,96.8,31.3,16.7,36711.0,0.08,55.1,7.3,26.4,61.8,23.7,39.0
King Abdulaziz University,Saudi Arabia,251-300,143,53.1-55.8,52,54.5,61.6,37.8,28.6,90.7,37.5,46.1,52.5,13.9,60540.0,0.03,97.5,23.1,84.4,75.4,17.3,43.5
Aarhus University,Denmark,109,143,65.9,52,55.8,24.7,44.9,59.0,86.3,54.1,98.7,32.5,13.5,26996.0,0.09,90.3,13.1,94.8,76.3,45.1,98.4
Rice University,United States,119,145,65.2,51.9,38.7,22.9,56.4,45.6,86.5,82.5,73.9,65.9,9.8,7318.0,0.26,91.0,94.8,9.8,85.8,30.0,42.6
University of Pittsburgh-Pittsburgh campus,United States,145,,62.5,,10.95,9.5,49.1,46.1,92.4,10.4,76.1,16.85,5.4,26305.0,0.1,13.5,10.25,6.95,50.9,11.8,8.4
Sungkyunkwan University(SKKU),South Korea,145,145,62.5,51.9,64.2,71.6,55.5,54.2,72.9,37.9,98.8,81.8,19.4,23402.0,0.19,17.8,34.0,9.8,61.3,26.8,27.6
Queen Mary University of London,United Kingdom,135,145,63.1,51.9,48.8,32.8,37.6,42.6,97.9,50.7,73.9,38.7,14.6,22205.0,0.45,99.7,99.4,72.8,98.1,16.8,69.9
University of Bath,United Kingdom,251-300,148,53.1-55.8,51.8,35.6,74.3,34.7,35.1,80.5,61.9,65.3,16.1,15.8,15280.0,0.31,96.3,81.6,59.3,95.0,26.5,48.4
Universitat Autònoma de Barcelona,Spain,201-250,149,55.9-58.6,51.7,63.2,39.0,45.1,41.4,84.8,70.6,67.6,10.6,13.2,32901.0,0.13,18.0,17.4,84.2,68.8,13.7,94.6
Indian Institute of Technology Bombay,India,,149,,51.7,55.5,81.9,25.8,17.2,52.4,73.1,41.0,18.9,16.3,16267.0,0.06,4.7,1.4,8.5,45.3,47.4,54.9
Wageningen University & Research,Netherlands,64,151,73,51.3,43.3,19.0,56.4,59.8,93.8,46.0,98.8,97.9,18.1,15899.0,0.28,55.0,78.5,97.8,92.4,19.0,71.5
The Ohio State University,United States,99,151,66.7,51.3,59.4,55.8,55.8,52.7,88.4,30.8,85.0,53.8,11.4,55538.0,0.11,49.7,16.5,85.0,67.3,35.2,78.4
The University of Exeter,United Kingdom,177,153,60.2,50.9,43.0,51.1,33.5,42.5,95.7,43.3,52.2,27.4,16.6,27190.0,0.28,91.6,76.2,89.8,95.5,19.7,94.8
Technische Universität Berlin,Germany,136,154,63,50.5,56.2,69.3,47.8,55.6,78.1,24.9,99.9,53.0,49.6,20425.0,0.29,51.3,68.8,55.0,71.3,25.4,52.1
Cardiff University,United Kingdom,190,154,59.3,50.5,46.5,48.3,35.5,39.6,91.9,39.6,70.4,33.7,15.0,28815.0,0.27,84.0,70.6,81.6,92.5,18.9,97.9
Washington University in St. Louis,United States,68,154,72.3,50.5,38.6,10.4,60.8,57.2,97.5,50.7,77.8,99.8,7.3,13825.0,0.22,84.3,68.0,60.5,72.7,33.7,91.4
Alma Mater Studiorum - University of Bologna,Italy,,154,,50.5,79.6,40.0,25.8,17.2,52.4,49.5,41.0,3.4,16.3,16267.0,0.06,8.0,10.9,91.0,45.3,34.8,56.5
University of Bologna,Italy,155,,61.8,,10.95,9.5,53.0,44.6,86.5,10.4,79.4,16.85,24.7,74105.0,0.11,13.5,10.25,6.95,54.3,11.8,8.4
Universiti Putra Malaysia,Malaysia,501-600,158,41.9-45.3,50.4,58.8,67.5,36.0,30.5,51.2,22.7,64.9,67.6,11.3,19001.0,0.27,44.3,97.3,45.4,80.7,9.7,23.2
Ghent University,Belgium,115,159,65.6,50.2,53.4,25.2,47.2,59.3,85.3,25.1,99.7,78.9,37.6,41487.0,0.12,79.6,21.2,99.8,65.7,52.0,91.3
Universidad de Chile,Chile,801-1000,159,32.7-36.9,50.2,81.5,96.6,25.9,19.8,50.5,12.5,57.4,9.7,16.4,39510.0,0.05,9.0,5.0,48.6,52.9,50.4,36.3
Universiti Kebangsaan Malaysia,Malaysia,401-500,159,45.4-49.0,50.2,59.7,70.1,45.7,27.8,58.7,11.7,47.4,87.5,10.1,16764.0,0.18,52.7,61.1,56.7,74.9,11.2,24.4
TU Dresden,Germany,161,,61.4,,10.95,9.5,46.6,51.1,79.3,10.4,99.7,16.85,29.4,29719.0,0.17,13.5,10.25,6.95,67.9,11.8,8.4
University of Wollongong,Australia,201-250,162,55.9-58.6,50.1,29.7,25.1,36.8,39.3,84.0,93.8,91.4,16.3,26.1,16328.0,0.22,95.6,56.0,72.7,91.7,17.1,92.3
"University of California, Santa Barbara",United States,69,163,72.1,50,54.8,19.0,47.4,64.7,96.9,96.9,99.4,9.5,27.5,25540.0,0.18,70.4,21.6,43.5,84.0,10.4,55.8
Kyushu University,Japan,301-350,164,51.1-53.0,49.7,57.4,70.0,55.0,47.5,51.2,23.9,98.4,85.7,7.7,18220.0,0.13,14.7,25.6,32.8,48.8,15.4,77.7
Hanyang University,South Korea,301-350,164,51.1-53.0,49.7,49.0,81.3,45.4,40.4,62.0,23.3,99.4,83.5,13.2,19344.0,0.21,16.9,54.3,15.6,66.5,24.8,77.7
Universitat de Barcelona,Spain,152,164,61.9,49.7,73.2,23.0,42.4,47.3,91.4,41.8,83.9,13.1,15.3,44365.0,0.11,21.8,28.5,97.8,65.2,39.8,98.1
University of York,United Kingdom,147,167,62.4,49.4,43.5,35.3,42.4,44.8,90.8,40.3,66.9,45.0,16.1,19505.0,0.31,88.3,78.2,79.2,93.1,19.8,97.8
University of Florida,United States,132,168,63.7,49.1,48.0,58.7,55.5,56.7,78.3,26.6,88.9,71.3,16.7,48114.0,0.09,18.8,10.8,97.7,50.9,39.0,95.7
Scuola Normale Superiore di Pisa,Italy,168,,60.8,,10.95,9.5,60.1,42.6,82.9,10.4,34.9,16.85,7.4,614.0,0.11,13.5,10.25,6.95,59.3,11.8,8.4
University of Reading,United Kingdom,201-250,169,55.9-58.6,48.9,33.2,39.3,37.5,40.6,84.1,67.4,70.8,16.1,16.6,15945.0,0.31,88.4,81.0,77.8,95.5,32.3,72.5
"University of Maryland, College Park",United States,114,169,65.7,48.9,49.2,26.1,49.4,58.1,92.8,68.4,70.2,35.1,17.0,33988.0,0.09,31.6,14.0,85.5,48.6,41.6,81.7
Complutense University of Madrid,Spain,501-600,171,41.9-45.3,48.8,68.2,69.3,40.3,29.4,58.8,7.0,52.1,25.8,11.8,59814.0,0.1,9.0,25.6,83.4,46.7,57.9,96.3
University College Dublin,Ireland,201-250,171,55.9-58.6,48.8,49.8,41.3,34.3,41.3,84.0,38.9,75.1,20.7,20.7,23405.0,0.25,98.8,60.8,50.5,88.1,69.0,70.1
"The University of Newcastle, Australia",Australia,,173,,48.7,29.3,26.9,25.8,17.2,52.4,91.4,41.0,36.5,16.3,16267.0,0.06,100.0,17.3,49.2,45.3,12.5,93.2
Qatar University,Qatar,251-300,173,53.1-55.8,48.7,27.1,43.9,31.3,35.6,83.4,38.8,61.8,64.8,8.4,10081.0,0.36,100.0,96.8,59.8,96.0,95.8,35.5
University of Cape Town,South Africa,167,173,60.9,48.7,44.4,51.0,38.7,47.0,88.3,45.7,78.2,12.6,13.6,21961.0,0.13,59.9,21.2,95.4,82.9,88.9,75.1
University of Würzburg,Germany,175,,60.4,,10.95,9.5,40.3,43.4,90.8,10.4,99.6,16.85,38.3,23637.0,0.12,13.5,10.25,6.95,63.2,11.8,8.4
University of Liverpool,United Kingdom,168,176,60.8,48.5,44.4,35.0,38.4,40.2,93.4,37.9,64.9,39.7,14.2,25955.0,0.32,87.8,79.0,97.2,96.4,25.6,72.0
Erasmus University Rotterdam,Netherlands,99,176,66.7,48.5,37.3,50.9,38.5,54.1,96.9,53.4,94.7,22.5,36.0,33874.0,0.25,83.0,60.1,71.6,90.6,63.7,49.4
Nagoya University,Japan,201-250,176,55.9-58.6,48.5,61.5,65.1,55.3,55.7,54.3,33.0,99.5,87.5,13.0,15224.0,0.12,15.4,19.1,17.6,41.9,16.6,24.1
Arizona State University,United States,182,179,59.9,48.1,46.7,36.7,40.9,46.2,87.5,61.5,71.5,6.8,19.7,48870.0,0.14,64.5,30.1,87.9,71.7,26.6,97.3
King Fahd University of Petroleum & Minerals,Saudi Arabia,201-250,180,55.9-58.6,48,32.9,36.5,37.6,38.7,86.3,65.8,90.9,82.8,8.5,6801.0,0.15,100.0,31.8,25.7,84.8,38.9,20.9
Université catholique de Louvain,Belgium,168,180,60.8,48,49.1,30.8,39.5,49.4,83.1,60.2,92.0,4.4,37.3,25409.0,0.2,89.4,39.3,83.2,83.1,51.7,54.6
University of Calgary,Canada,201-250,182,55.9-58.6,47.9,37.7,61.2,36.5,41.4,81.7,41.5,88.8,19.9,18.8,34012.0,0.24,82.8,62.0,62.3,85.2,38.6,91.5
Curtin University,Australia,201-250,183,55.9-58.6,47.8,32.4,31.8,30.2,36.5,87.5,86.2,78.8,14.3,20.8,29283.0,0.29,100.0,26.4,84.9,94.7,25.7,50.6
Tecnológico de Monterrey,Mexico,,184,,47.6,51.3,96.8,25.8,17.2,52.4,2.3,41.0,63.5,16.3,16267.0,0.06,32.7,11.7,13.5,45.3,88.3,65.7
École Normale Supérieure de Lyon,France,251-300,184,53.1-55.8,47.6,30.5,14.4,58.5,46.8,53.9,98.4,78.5,95.7,7.9,2024.0,0.11,70.8,14.6,34.3,68.0,10.0,5.9
Technische Universität Wien,Austria,,184,,47.6,32.9,44.4,25.8,17.2,52.4,85.7,41.0,13.1,16.3,16267.0,0.06,79.3,89.0,45.1,45.3,13.2,19.0
University of Gothenburg,Sweden,201-250,187,55.9-58.6,47.3,36.2,16.9,34.0,43.4,90.2,39.4,75.4,56.3,11.9,21698.0,0.13,90.6,80.8,86.4,65.7,46.3,97.6
Universiti Teknologi Malaysia,Malaysia,401-500,188,45.4-49.0,46.9,46.6,63.8,44.1,29.3,65.0,33.9,55.0,42.5,12.7,20863.0,0.26,16.0,85.2,58.6,71.5,13.6,66.8
McMaster University,Canada,103,189,66.3,46.8,40.5,38.2,43.8,51.3,93.0,29.0,100.0,75.1,30.9,28254.0,0.22,99.3,59.5,40.2,87.3,37.2,70.1
Universite libre de Bruxelles,Belgium,201-250,189,55.9-58.6,46.8,34.4,38.9,35.8,45.0,83.5,63.3,76.4,3.3,51.7,30287.0,0.3,97.1,85.0,69.1,89.6,35.7,60.4
Queensland University of Technology,Australia,199,189,58.7,46.8,40.9,37.6,33.9,42.1,89.5,64.9,85.9,7.4,37.9,35164.0,0.14,96.0,26.4,68.8,82.2,16.8,90.6
Ecole des Ponts ParisTech,France,401-500,192,45.4-49.0,46.7,8.3,57.9,43.9,30.3,55.7,80.7,87.2,98.2,8.7,1992.0,0.39,34.6,96.8,5.6,82.7,30.0,19.2
Albert-Ludwigs-Universitaet Freiburg,Germany,,192,,46.7,46.1,19.8,25.8,17.2,52.4,63.3,41.0,29.1,16.3,16267.0,0.06,68.8,36.3,82.7,45.3,25.3,68.2
University of Erlangen-Nuremberg,Germany,193,,59,,10.95,9.5,42.6,48.1,79.7,10.4,100.0,16.85,41.9,29467.0,0.13,13.5,10.25,6.95,61.0,11.8,8.4
Wuhan University,China,164,194,61.3,46.6,40.9,44.0,50.9,45.0,88.5,87.4,90.6,12.8,15.0,56066.0,0.05,40.7,5.0,48.4,41.0,35.0,44.4
University of Minnesota Twin Cities,United States,,195,,46.4,59.0,30.2,25.8,17.2,52.4,46.4,41.0,30.6,16.3,16267.0,0.06,5.5,9.1,86.1,45.3,41.9,88.5
Hokkaido University,Japan,351-400,196,49.1-51.0,46.2,57.3,66.0,51.2,44.0,47.4,27.8,95.1,75.8,8.2,17659.0,0.1,17.5,14.4,38.1,47.5,12.9,30.7
Indian Institute of Technology Delhi,India,,197,,46.1,51.2,75.9,25.8,17.2,52.4,64.3,41.0,22.0,16.3,16267.0,0.06,2.4,1.4,6.6,45.3,32.8,37.5
Universidad de los Andes,Colombia,,198,,46,65.4,95.7,25.8,17.2,52.4,5.9,41.0,17.6,16.3,16267.0,0.06,26.4,2.0,11.1,45.3,96.2,40.2
Emory University,United States,106,199,66.1,45.9,25.6,16.4,53.1,45.7,95.5,69.7,81.6,97.7,4.0,13127.0,0.19,37.3,31.1,57.0,69.3,23.6,85.7
Universidad Autónoma de Madrid,Spain,351-400,199,49.1-51.0,45.9,60.4,57.7,38.7,29.9,76.3,25.1,65.4,34.5,13.4,30227.0,0.15,7.8,12.0,80.4,60.9,19.6,88.8
Waseda University,Japan,801-1000,199,32.7-36.9,45.9,60.2,97.3,33.7,26.2,43.1,4.3,56.7,23.7,14.3,46013.0,0.13,27.6,28.6,17.5,54.8,65.6,56.5
Medical University of Vienna,Austria,201-250,,55.9-58.6,,10.95,9.5,40.0,28.7,93.5,10.4,94.1,16.85,8.4,7271.0,0.3,13.5,10.25,6.95,81.7,11.8,8.4
University of Padua,Italy,201-250,,55.9-58.6,,10.95,9.5,46.1,38.5,84.1,10.4,77.1,16.85,26.5,44401.0,0.07,13.5,10.25,6.95,53.1,11.8,8.4
Sant'Anna School of Advanced Studies – Pisa,Italy,201-250,,55.9-58.6,,10.95,9.5,50.4,39.0,80.1,10.4,90.3,16.85,7.4,718.0,0.2,13.5,10.25,6.95,60.8,11.8,8.4
"Northeastern University, US",United States,201-250,,55.9-58.6,,10.95,9.5,40.2,33.6,93.3,10.4,68.9,16.85,14.1,22269.0,0.32,13.5,10.25,6.95,83.3,11.8,8.4
Medical University of Graz,Austria,201-250,,55.9-58.6,,10.95,9.5,32.0,33.5,91.6,10.4,94.9,16.85,15.5,4027.0,0.29,13.5,10.25,6.95,81.9,11.8,8.4
Friedrich Schiller University Jena,Germany,201-250,,55.9-58.6,,10.95,9.5,43.2,42.0,81.8,10.4,79.8,16.85,18.9,16048.0,0.14,13.5,10.25,6.95,69.3,11.8,8.4
Queen's University Belfast,United Kingdom,201-250,202,55.9-58.6,45.8,33.6,30.3,34.0,38.0,88.7,43.5,65.0,27.5,17.2,20895.0,0.41,100.0,98.9,84.1,98.4,14.3,91.0
King Saud University,Saudi Arabia,401-500,203,45.4-49.0,45.2,36.9,21.3,31.4,19.9,84.5,32.2,48.7,64.2,11.9,50906.0,0.06,99.7,21.3,88.6,77.2,71.7,75.8
University of Ottawa,Canada,177,203,60.2,45.2,26.5,29.7,39.6,46.5,84.4,79.1,80.2,3.8,27.2,38366.0,0.26,85.9,75.9,85.8,86.9,24.3,54.6
Universität Hamburg,Germany,136,205,63,45.1,51.0,28.7,44.7,53.3,84.8,60.0,98.6,16.9,58.5,29240.0,0.13,41.6,22.3,87.2,65.7,26.8,52.8
University of Otago,New Zealand,301-350,206,51.1-53.0,45,46.3,27.1,35.6,35.1,75.8,51.0,68.8,11.0,20.6,19350.0,0.16,100.0,29.2,38.1,81.8,44.7,98.1
Vrije Universiteit Amsterdam,Netherlands,125,207,64.7,44.9,39.6,15.7,40.4,51.0,93.4,68.1,91.5,23.6,19.2,31704.0,0.18,68.5,40.2,70.1,84.3,20.2,89.1
University of Aberdeen,United Kingdom,201-250,208,55.9-58.6,44.6,29.6,32.5,36.4,35.8,81.8,42.1,78.9,29.6,15.3,12755.0,0.4,95.8,96.7,73.3,97.5,20.5,98.1
Queen's University at Kingston,Canada,,209,,44.5,40.5,56.7,25.8,17.2,52.4,45.1,41.0,5.3,16.3,16267.0,0.06,70.1,30.6,22.5,45.3,71.5,85.4
University of Twente,Netherlands,184,210,59.7,44.4,20.6,38.3,43.4,46.0,75.1,65.3,99.6,39.4,13.9,9964.0,0.38,99.3,91.1,67.6,93.3,12.6,33.2
Chulalongkorn University,Thailand,601-800,211,37.0-41.8,44.3,66.6,50.1,36.7,32.2,50.2,7.0,76.6,31.5,12.7,34552.0,0.03,15.0,2.9,49.4,44.1,87.2,85.9
Loughborough University,United Kingdom,251-300,212,53.1-55.8,44.2,30.5,66.8,36.5,34.4,77.4,34.6,70.2,23.6,13.9,16110.0,0.25,87.3,63.5,77.1,91.5,18.8,63.4
University of Tübingen,Germany,95,213,67,44.1,45.8,29.9,49.1,56.5,89.0,19.7,99.8,92.9,27.1,21632.0,0.14,67.6,26.7,89.9,72.0,21.1,42.3
Keio University,Japan,601-800,214,37.0-41.8,44,51.4,93.5,36.9,27.0,49.2,6.0,73.3,58.0,10.2,33577.0,0.08,9.6,9.2,9.2,38.4,79.8,39.3
Tel Aviv University,Israel,201-250,215,55.9-58.6,43.9,33.2,23.6,40.7,49.7,83.0,99.9,76.2,3.8,24.2,24995.0,0.05,40.4,4.6,39.5,52.9,72.9,38.4
Tongji University,China,185,216,59.6,43.5,34.4,13.1,50.0,53.6,69.5,91.8,85.4,28.8,11.3,31632.0,0.15,56.7,32.6,21.3,67.7,18.0,65.4
