university,year_QS,rank_display,score,link,country,city,region,logo,type,research_output,student_faculty_ratio,international_students,size,faculty_count,University_Standard,year_THE,Rank,Name,Country,Overall,Teaching,Research Environment,Research Quality,Industry,International Outlook,rank_prefix
University of Johannesburg,2022,434,26.7,https://www.topuniversities.com/universities/university-johannesburg,South Africa,Johannesburg,Africa,https://www.topuniversities.com/sites/default/files/university-of-johannesburg-_592560cf2aeae70239af4f46_small.jpg,Public,Very High,10.0,4.016,L,1.886,University of Johannesburg,2022,601–800,University of Johannesburg,South Africa,32.0–37.9,24.0,31.0,35.6,42.5,74.3,
Tulane University,2022,436,26.6,https://www.topuniversities.com/universities/tulane-university,United States,New Orleans,North America,https://www.topuniversities.com/sites/default/files/tulane-university_631_small.jpg,Private,Very High,6.0,1.172,M,1.733,Tulane University,2022,401–500,Tulane University,United States,40.9–44.0,40.4,22.6,68.1,36.8,44.4,
University of Canberra,2022,436,26.6,https://www.topuniversities.com/universities/university-canberra,Australia,Bruce,Oceania,https://www.topuniversities.com/sites/default/files/university-of-canberra_844_small.jpg,Public,Very High,27.0,3.132,M,395,University of Canberra,2022,170,University of Canberra,Australia,55.9,27.9,33.8,98.6,44.2,89.8,=
Swansea University,2022,440,26.3,https://www.topuniversities.com/universities/swansea-university,United Kingdom,Swansea,Europe,https://www.topuniversities.com/sites/default/files/swansea-university_592560cf2aeae70239af4cce_small.jpg,Public,High,11.0,3.641,L,3290,Swansea University,2022,251–300,Swansea University,United Kingdom,48.1–50.3,22.2,26.8,93.8,39.0,83.0,
University of Trento,2022,440,26.3,https://www.topuniversities.com/universities/university-trento,Italy,Trento,Europe,https://www.topuniversities.com/sites/default/files/university-of-trento_623_small.jpg,Public,Very High,13.0,738,L,1.066,University of Trento,2022,351–400,University of Trento,Italy,44.1–46.0,30.2,32.5,69.5,43.1,56.6,
Illinois Institute of Technology,2022,444,26.2,https://www.topuniversities.com/universities/illinois-institute-technology,United States,Chicago,North America,https://www.topuniversities.com/sites/default/files/illinois-institute-of-technology_277_small.jpg,Private,Very High,15.0,2.330,M,402,Illinois Institute of Technology,2022,351–400,Illinois Institute of Technology,United States,44.1–46.0,41.8,20.6,62.9,38.6,74.1,
Umm Al-Qura University,2022,447,26.0,https://www.topuniversities.com/universities/umm-al-qura-university,Saudi Arabia,Makkah,Asia,https://www.topuniversities.com/sites/default/files/umm-al-qura-university-_592560cf2aeae70239af4d44_small.jpg,Public,Medium,8.0,3.566,XL,3.619,Umm Al-Qura University,2022,601–800,Umm Al-Qura University,Saudi Arabia,32.0–37.9,32.7,13.4,36.0,59.3,81.6,
Bond University,2022,451,25.8,https://www.topuniversities.com/universities/bond-university,Australia,Gold Coast,Oceania,https://www.topuniversities.com/sites/default/files/bond-university_715_small.jpg,Private,High,10.0,1.302,S,325,Bond University,2022,501–600,Bond University,Australia,38.1–40.8,21.6,20.5,62.4,36.4,89.1,
University of Florence,2022,451,25.8,https://www.topuniversities.com/universities/university-florence,Italy,Florence,Europe,https://www.topuniversities.com/sites/default/files/university-of-florence_208_small.jpg,Public,Very High,20.0,4.203,XL,1.775,University of Florence,2022,401–500,University of Florence,Italy,40.9–44.0,33.3,28.3,66.8,44.7,46.1,
Brandeis University,2022,455,25.7,https://www.topuniversities.com/universities/brandeis-university,United States,Waltham,North America,https://www.topuniversities.com/sites/default/files/brandeis-university_66_small.jpg,Private,Very High,9.0,1.554,M,611,Brandeis University,2022,251–300,Brandeis University,United States,48.1–50.3,28.2,21.7,99.0,35.6,57.5,
University of Coimbra,2022,455,25.7,https://www.topuniversities.com/universities/university-coimbra,Portugal,Coimbra,Europe,https://www.topuniversities.com/sites/default/files/university-of-coimbra_592560cf2aeae70239af4b07_small.jpg,Public,Very High,13.0,4.477,L,1.740,University of Coimbra,2022,601–800,University of Coimbra,Portugal,32.0–37.9,24.5,32.0,45.4,47.0,60.0,
University of Iowa,2022,455,25.7,https://www.topuniversities.com/universities/university-iowa,United States,Iowa City,North America,https://www.topuniversities.com/sites/default/files/university-of-iowa_592560cf2aeae70239af4baa_small.jpg,Public,Very High,10.0,2.049,L,2.924,University of Iowa,2022,251–300,University of Iowa,United States,48.1–50.3,40.6,29.6,77.6,48.6,47.4,
University of Saskatchewan,2022,458,25.6,https://www.topuniversities.com/universities/university-saskatchewan,Canada,Saskatoon,North America,https://www.topuniversities.com/sites/default/files/university-of-saskatchewan_1755_small.jpg,Public,Very High,12.0,3.382,L,1.415,University of Saskatchewan,2022,501–600,University of Saskatchewan,Canada,38.1–40.8,35.3,29.9,45.5,75.8,73.7,
Colorado School of Mines,2022,461,25.4,https://www.topuniversities.com/universities/colorado-school-mines,United States,Golden,North America,https://www.topuniversities.com/sites/default/files/colorado-school-of-mines_592560de9988f300e2320883_small.jpg,Public,Very High,11.0,627,M,544,Colorado School of Mines,2022,401–500,Colorado School of Mines,United States,40.9–44.0,29.7,27.2,66.3,46.8,39.0,
"Goldsmiths, University of London",2022,461,25.4,https://www.topuniversities.com/universities/goldsmiths-university-london,United Kingdom,London,Europe,https://www.topuniversities.com/sites/default/files/goldsmiths-university-of-london_355_small.jpg,Public,Very High,13.0,3.492,M,683,"Goldsmiths, University of London",2022,401–500,"Goldsmiths, University of London",United Kingdom,40.9–44.0,28.5,27.9,64.7,34.8,81.0,
National Taipei University of Technology,2022,469,25.2,https://www.topuniversities.com/universities/national-taipei-university-technology,Taiwan,Taipei City,Asia,https://www.topuniversities.com/sites/default/files/national-taipei-university-of-technology_1993_small.jpg,Public,Very High,11.0,1.040,M,714,National Taipei University of Technology,2022,1001–1200,National Taipei University of Technology,Taiwan,22.4–27.1,22.8,22.4,24.7,98.0,36.5,
Hasselt University,2022,471,25.1,https://www.topuniversities.com/universities/hasselt-university,Belgium,Diepenbeek,Europe,https://www.topuniversities.com/sites/default/files/hasselt-university_1255_small.jpg,Public,Very High,7.0,736,M,743,Hasselt University,2022,351–400,Hasselt University,Belgium,44.1–46.0,28.2,39.0,57.5,58.2,69.4,
University of Stirling,2022,471,25.1,https://www.topuniversities.com/universities/university-stirling,United Kingdom,Stirling,Europe,https://www.topuniversities.com/sites/default/files/university-of-stirling_575_small.jpg,Public,Very High,14.0,2.563,M,728,University of Stirling,2022,301–350,University of Stirling,United Kingdom,46.1–48.0,23.9,25.8,80.9,35.5,84.7,
Florida State University,2022,475,25.0,https://www.topuniversities.com/universities/florida-state-university,United States,Tallahassee,North America,https://www.topuniversities.com/sites/default/files/florida-state-university_211_small.jpg,Public,Very High,17.0,1.618,XL,2.236,Florida State University,2022,251–300,Florida State University,United States,48.1–50.3,39.0,38.0,70.1,40.8,47.3,
Bar-Ilan University,2022,477,24.8,https://www.topuniversities.com/universities/bar-ilan-university,Israel,Ramat Gan,Asia,https://www.topuniversities.com/sites/default/files/bar-ilan-university_997_small.jpg,Public,Very High,18.0,990,L,923,Bar-Ilan University,2022,601–800,Bar-Ilan University,Israel,32.0–37.9,30.6,33.3,39.4,46.9,51.7,
Chiba University,2022,477,24.8,https://www.topuniversities.com/universities/chiba-university,Japan,Chiba City,Asia,https://www.topuniversities.com/sites/default/files/chiba-university_119_small.jpg,Public,Very High,8.0,736,L,1.790,Chiba University,2022,1001–1200,Chiba University,Japan,22.4–27.1,25.5,18.6,31.4,48.9,27.9,
Chang Gung University,2022,480,24.7,https://www.topuniversities.com/universities/chang-gung-university,Taiwan,Taoyuan City,Asia,https://www.topuniversities.com/sites/default/files/chang-gung-university_1187_small.jpg,Private,Very High,8.0,381,M,889,Chang Gung University,2022,801–1000,Chang Gung University,Taiwan,27.2–31.9,23.0,28.5,30.8,81.4,27.8,
Stellenbosch University,2022,482,24.6,https://www.topuniversities.com/universities/stellenbosch-university,South Africa,Stellenbosch,Africa,https://www.topuniversities.com/sites/default/files/stellenbosch-university_574_small.jpg,Public,Very High,25.0,1.776,L,934,Stellenbosch University,2022,251–300,Stellenbosch University,South Africa,48.1–50.3,30.3,35.7,78.7,79.5,54.3,
Aston University,2022,485,24.5,https://www.topuniversities.com/universities/aston-university,United Kingdom,Birmingham,Europe,https://www.topuniversities.com/sites/default/files/aston-university_29_small.jpg,Public,Very High,16.0,1.719,M,730,Aston University,2022,401–500,Aston University,United Kingdom,40.9–44.0,21.5,24.5,66.0,36.7,91.6,
University of Turin,2022,485,24.5,https://www.topuniversities.com/universities/university-turin,Italy,Turin,Europe,https://www.topuniversities.com/sites/default/files/university-of-turin_632_small.jpg,Public,Very High,26.0,4.721,XL,2.261,University of Turin,2022,401–500,University of Turin,Italy,40.9–44.0,22.3,27.8,76.4,43.8,41.8,
Yokohama City University,2022,487,24.4,https://www.topuniversities.com/universities/yokohama-city-university,Japan,Yokohama City,Asia,https://www.topuniversities.com/sites/default/files/yokohama-city-university_592560cf2aeae70239af4d32_small.jpg,Public,Very High,6.0,108,M,889,Yokohama City University,2022,401–500,Yokohama City University,Japan,40.9–44.0,26.4,8.9,93.0,43.2,22.3,
Dublin City University,2022,490,24.3,https://www.topuniversities.com/universities/dublin-city-university,Ireland,Dublin,Europe,https://www.topuniversities.com/sites/default/files/dublin-city-university_592560cf2aeae70239af4b27_small.jpg,Public,High,11.0,1.415,L,1.257,Dublin City University,2022,501–600,Dublin City University,Ireland,38.1–40.8,23.1,32.7,54.9,41.0,70.7,
University of Granada,2022,492,24.2,https://www.topuniversities.com/universities/university-granada,Spain,Granada,Europe,https://www.topuniversities.com/sites/default/files/university-of-granada_235_small.jpg,Public,Very High,19.0,5.611,XL,2.682,University of Granada,2022,601–800,University of Granada,Spain,32.0–37.9,21.8,23.2,55.1,35.1,50.1,
Western Sydney University,2022,494,24.1,https://www.topuniversities.com/universities/western-sydney-university,Australia,Milperra,Oceania,https://www.topuniversities.com/sites/default/files/western-sydney-university_848_small.jpg,Public,High,22.0,7.123,XL,1.620,Western Sydney University,2022,201–250,Western Sydney University,Australia,50.4–53.9,26.2,30.5,88.7,42.4,87.9,
Boston College,2022,494,24.1,https://www.topuniversities.com/universities/boston-college,United States,Newton,North America,https://www.topuniversities.com/sites/default/files/boston-college_723_small.jpg,Private,Very High,13.0,1.471,L,1.048,Boston College,2022,251–300,Boston College,United States,48.1–50.3,47.5,34.6,64.4,35.1,46.4,
Iowa State University,2022,494,24.1,https://www.topuniversities.com/universities/iowa-state-university,United States,Ames,North America,https://www.topuniversities.com/sites/default/files/iowa-state-university_294_small.jpg,Public,Very High,17.0,2.441,L,1.656,Iowa State University,2022,401–500,Iowa State University,United States,40.9–44.0,34.1,33.6,58.9,51.1,56.3,
Sogang University,2022,494,24.1,https://www.topuniversities.com/universities/sogang-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/sogang-university_565_small.jpg,Private,Very High,9.0,1.429,M,1.017,Sogang University,2022,1001–1200,Sogang University,South Korea,22.4–27.1,25.9,25.7,23.2,50.8,37.6,
York University,2022,494,24.1,https://www.topuniversities.com/universities/york-university,Canada,Toronto,North America,https://www.topuniversities.com/sites/default/files/york-university_592560cf2aeae70239af4d39_small.jpg,Public,Very High,29.0,12.285,XL,1.508,York University,2022,401–500,York University,Canada,40.9–44.0,27.4,33.9,59.3,43.1,73.5,
Aix-Marseille University,2022,501-510,,https://www.topuniversities.com/universities/aix-marseille-university,France,Marseille,Europe,https://www.topuniversities.com/sites/default/files/aix-marseille-university_592560cf2aeae70239af51e1_small.jpg,Public,Very High,17.0,8.651,XL,4.069,Aix-Marseille University,2022,301–350,Aix-Marseille University,France,46.1–48.0,39.8,24.2,74.4,39.7,60.9,
Satbayev University,2022,501-510,,https://www.topuniversities.com/universities/satbayev-university,Kazakhstan,Almaty,Asia,https://www.topuniversities.com/sites/default/files/kazakh-national-research-technical-university-after-k.i.satpayev_592560cf2aeae70239af52e7_small.jpg,Public,Very High,7.0,131,M,1.281,Satbayev University,2022,1201+,Satbayev University,Kazakhstan,10.6–22.3,17.1,9.8,5.8,41.8,42.6,
University of Bordeaux,2022,501-510,,https://www.topuniversities.com/universities/university-bordeaux,France,Talence,Europe,https://www.topuniversities.com/sites/default/files/university-of-bordeaux_1286_small.jpg,Public,Very High,15.0,5.643,XL,3.195,University of Bordeaux,2022,301–350,University of Bordeaux,France,46.1–48.0,33.1,25.3,79.1,39.0,60.1,
University of Delhi,2022,501-510,,https://www.topuniversities.com/universities/university-delhi,India,New Delhi,Asia,https://www.topuniversities.com/sites/default/files/university-of-delhi_156_small.jpg,Public,Very High,22.0,322,L,1.171,University of Delhi,2022,801–1000,University of Delhi,India,27.2–31.9,37.6,22.4,34.7,34.8,17.8,
University of Klagenfurt,2022,501-510,,https://www.topuniversities.com/universities/university-klagenfurt,Austria,Klagenfurt,Europe,https://www.topuniversities.com/sites/default/files/university-of-klagenfurt_592560cf2aeae70239af51e0_small.jpg,Public,Very High,8.0,950,S,427,University of Klagenfurt,2022,351–400,University of Klagenfurt,Austria,44.1–46.0,29.0,17.7,74.6,36.8,90.3,
University of Limerick,2022,501-510,,https://www.topuniversities.com/universities/university-limerick,Ireland,Limerick,Europe,https://www.topuniversities.com/sites/default/files/university-of-limerick_592560cf2aeae70239af4be0_small.jpg,Public,High,14.0,1.857,L,952,University of Limerick,2022,601–800,University of Limerick,Ireland,32.0–37.9,22.9,26.9,52.8,38.4,80.0,
Warsaw University of Technology,2022,501-510,,https://www.topuniversities.com/universities/warsaw-university-technology,Poland,Warsaw,Europe,https://www.topuniversities.com/sites/default/files/warsaw-university-of-technology_592560cf2aeae70239af4d1a_small.jpg,Public,Very High,9.0,1.839,L,2.306,Warsaw University of Technology,2022,1201+,Warsaw University of Technology,Poland,10.6–22.3,19.7,15.9,19.0,39.1,28.2,
