qs_2025_rank,qs_2024_rank,qs_institution_name,qs_location,qs_location_full,qs_size,qs_academic_reputation,qs_employer_reputation,qs_faculty_student,qs_citations_per_faculty,qs_international_faculty,qs_international_students,qs_international_research_network,qs_employment_outcomes,qs_sustainability,qs_qs_overall_score,the_rank,the_name,the_scores_overall,the_scores_overall_rank,the_scores_teaching,the_scores_teaching_rank,unnamed_22,the_scores_research,the_scores_citations,the_scores_citations_rank,the_scores_industry_income,the_scores_industry_income_rank,the_scores_international_outlook,the_scores_international_outlook_rank,the_record_type,the_member_level,the_url,the_nid,the_location,the_stats_number_students,the_stats_student_staff_ratio,the_stats_pc_intl_students,the_stats_female_male_ratio,the_aliases,the_subjects_offered,the_closed,the_unaccredited,the_disabled,the_website_url,qs_rank_band,the_rank_band,qs_rank_clean,the_rank_clean,university_name,rank_difference,absolute_rank_difference,qs_rank_category,the_rank_category,ranking_comparison,academic_reputation_score,faculty_student_ratio_score,global_score
15,26,"Nanyang Technological University, Singapore (NTU)",SG,Singapore,L,91.9,73.3,80.6,92.4,100.0,83.5,89.4,83.9,95.6,88.4,32,"Nanyang Technological University, Singapore",82.3,320,66.2,52,80.9,32,94.5,54,99.7,49,93.3,78,master_account,0,/world-university-rankings/nanyang-technological-university-singapore,634,Singapore,25895,16.7,0.27,"2 days, 1:51:00","Nanyang Technological University, Singapore NTU Nan yang","General Engineering,Chemistry,Psychology,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Biological Sciences,Computer Science,Geology, Environmental, Earth & Marine Sciences,Education,Art, Performing Arts & Design,Sport Science,Sociology,Mechanical & Aerospace Engineering,Communication & Media Studies,Other Health,Mathematics & Statistics,Economics & Econometrics,Languages, Literature & Linguistics,Chemical Engineering,Business & Management,History, Philosophy & Theology,Civil Engineering,Physics & Astronomy,Accounting & Finance",False,False,False,,15,32,15.0,32.0,"Nanyang Technological University, Singapore (NTU)",17.0,17.0,11-50,11-50,QS Higher,91.9,80.6,87.72
16,13,Cornell University,US,United States,L,98.3,93.1,52.7,97.5,54.2,63.4,94.0,97.1,72.1,87.9,20,Cornell University,89.5,200,85.7,20,88.7,22,97.6,22,69.4,447,86.0,175,private,0,/world-university-rankings/cornell-university,484,United States,23620,10.0,0.24,"2 days, 3:49:00",Cornell University,"Electrical & Electronic Engineering,History, Philosophy & Theology,Agriculture & Forestry,Chemistry,Biological Sciences,Economics & Econometrics,Business & Management,Civil Engineering,Architecture,Law,Archaeology,Mathematics & Statistics,Psychology,Veterinary Science,Sociology,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Other Health,General Engineering,Politics & International Studies (incl Development Studies),Computer Science,Languages, Literature & Linguistics,Chemical Engineering,Communication & Media Studies,Physics & Astronomy",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-48987672,16,20,16.0,20.0,Cornell University,4.0,4.0,11-50,11-50,QS Higher,98.3,52.7,87.26
17,26,The University of Hong Kong,HK,Hong Kong SAR,L,97.4,59.4,81.2,86.4,100.0,99.3,81.4,99.7,89.2,87.6,35,University of Hong Kong,80.3,350,65.6,55,72.3,52,96.4,35,95.2,116,96.8,23,master_account,11,/world-university-rankings/university-hong-kong,498,Hong Kong,18103,18.3,0.43,"2 days, 7:45:00",University of Hong Kong,"Law,Economics & Econometrics,Communication & Media Studies,Civil Engineering,Art, Performing Arts & Design,Psychology,Mathematics & Statistics,General Engineering,Politics & International Studies (incl Development Studies),Geography,Architecture,Mechanical & Aerospace Engineering,Accounting & Finance,Chemistry,Agriculture & Forestry,Electrical & Electronic Engineering,History, Philosophy & Theology,Other Health,Biological Sciences,Sociology,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Computer Science,Education,Business & Management,Medicine & Dentistry,Physics & Astronomy",False,False,False,,17,35,17.0,35.0,The University of Hong Kong,18.0,18.0,11-50,11-50,QS Higher,97.4,81.2,87.01
18,19,The University of Sydney,AU,Australia,XL,96.4,90.0,10.9,93.7,99.9,100.0,95.8,93.1,99.6,87.3,60,The University of Sydney,73.8,600,52.6,115,68.9,54,92.0,93,97.7,91,90.2,126,master_account,1,/world-university-rankings/university-sydney,522,Australia,57414,23.1,0.51,"2 days, 10:42:00",The University of Sydney UniSyd,"Other Health,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Architecture,Veterinary Science,Business & Management,Art, Performing Arts & Design,Agriculture & Forestry,Law,Computer Science,Mathematics & Statistics,Psychology,Medicine & Dentistry,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Civil Engineering,Chemistry,Accounting & Finance,Electrical & Electronic Engineering,Physics & Astronomy,Education,Archaeology,Chemical Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Biological Sciences,Geography,General Engineering,Sport Science,Sociology",False,False,False,,18,60,18.0,60.0,The University of Sydney,42.0,42.0,11-50,51-100,QS Higher,96.4,10.9,86.67
20,25,Tsinghua University,CN,China (Mainland),XL,99.2,97.7,95.0,99.1,18.1,13.4,79.2,92.3,40.4,86.5,12,Tsinghua University,92.4,120,95.3,9,98.1,5,93.2,73,99.9,38,51.7,750,master_account,0,/world-university-rankings/tsinghua-university,535,China,38518,11.2,0.1,,Tsinghua University Qinghua University Tsing hua University Qing hua University,"Mechanical & Aerospace Engineering,Sociology,Architecture,Civil Engineering,Politics & International Studies (incl Development Studies),Other Health,Chemistry,Accounting & Finance,Archaeology,Physics & Astronomy,Business & Management,Electrical & Electronic Engineering,Geography,Medicine & Dentistry,Chemical Engineering,Psychology,History, Philosophy & Theology,Mathematics & Statistics,Law,Languages, Literature & Linguistics,Biological Sciences,Education,General Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Art, Performing Arts & Design,Computer Science,Sport Science,Communication & Media Studies",False,False,False,,20,12,20.0,12.0,Tsinghua University,-8.0,8.0,11-50,11-50,THE Higher,99.2,95.0,85.9
21,11,University of Chicago,US,United States,L,99.1,96.4,94.2,60.8,79.0,87.0,85.1,99.1,46.9,86.2,13,The University of Chicago,92.1,130,89.6,13,91.2,19,97.6,20,93.8,129,82.3,219,private,0,/world-university-rankings/university-chicago,473,United States,15792,6.2,0.36,"1 day, 23:53:00",The University of Chicago,"Chemistry,Languages, Literature & Linguistics,Biological Sciences,Economics & Econometrics,Medicine & Dentistry,Law,Archaeology,Sociology,Geology, Environmental, Earth & Marine Sciences,Business & Management,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Physics & Astronomy,Chemical Engineering,Computer Science,Psychology,History, Philosophy & Theology,Mathematics & Statistics,Accounting & Finance",False,False,False,,21,13,21.0,13.0,University of Chicago,-8.0,8.0,11-50,11-50,THE Higher,99.1,94.2,85.62
22,17,Princeton University,US,United States,M,99.8,98.3,57.0,100.0,9.6,56.6,78.3,95.7,51.5,85.5,6,Princeton University,96.9,60,96.3,6,97.9,7,98.8,7,95.1,118,89.1,135,private,0,/world-university-rankings/princeton-university,469,United States,7753,7.3,0.23,"1 day, 23:53:00",Princeton University,"History, Philosophy & Theology,Agriculture & Forestry,Economics & Econometrics,Languages, Literature & Linguistics,Architecture,Sociology,General Engineering,Geology, Environmental, Earth & Marine Sciences,Other Health,Chemistry,Mechanical & Aerospace Engineering,Physics & Astronomy,Civil Engineering,Mathematics & Statistics,Electrical & Electronic Engineering,Biological Sciences,Computer Science,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Chemical Engineering,Psychology",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-20795402,22,6,22.0,6.0,Princeton University,-16.0,16.0,11-50,Top 10,THE Higher,99.8,57.0,84.97
23,16,Yale University,US,United States,L,99.9,99.9,100.0,38.6,91.5,63.3,93.9,98.5,92.2,85.2,10,Yale University,94.2,100,94.0,10,94.9,13,97.7,18,86.5,192,82.4,216,private,0,/world-university-rankings/yale-university,475,United States,11924,5.2,0.21,"2 days, 3:49:00",Yale University,"Law,Computer Science,Electrical & Electronic Engineering,Chemical Engineering,Economics & Econometrics,Accounting & Finance,Archaeology,Mechanical & Aerospace Engineering,Business & Management,Medicine & Dentistry,Mathematics & Statistics,Art, Performing Arts & Design,Architecture,Sociology,Politics & International Studies (incl Development Studies),Biological Sciences,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Languages, Literature & Linguistics,General Engineering,Physics & Astronomy,Chemistry,Other Health,Psychology",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-73583889,23,10,23.0,10.0,Yale University,-13.0,13.0,11-50,Top 10,THE Higher,99.9,100.0,84.65
25,21,University of Toronto,CA,Canada,XL,99.7,96.9,44.9,50.8,96.9,96.1,97.7,98.7,100.0,84.1,21,University of Toronto,88.6,210,77.5,28,94.1,15,92.8,81,96.1,103,90.7,122,master_account,0,/world-university-rankings/university-toronto,483,Canada,79282,25.8,0.27,"2 days, 8:44:00",University of Toronto,"Art, Performing Arts & Design,Civil Engineering,Economics & Econometrics,Sport Science,Accounting & Finance,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Geography,Other Health,Computer Science,Psychology,Electrical & Electronic Engineering,History, Philosophy & Theology,General Engineering,Law,Sociology,Languages, Literature & Linguistics,Business & Management,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Architecture,Mechanical & Aerospace Engineering,Communication & Media Studies,Chemical Engineering,Physics & Astronomy,Medicine & Dentistry,Chemistry,Education,Archaeology,Agriculture & Forestry",False,False,False,https://www.timeshighereducation.com/student/register-interest/applyboard?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-67051171,25,21,25.0,21.0,University of Toronto,-4.0,4.0,11-50,11-50,THE Higher,99.7,44.9,83.57
27,22,The University of Edinburgh,UK,United Kingdom,XL,98.3,97.2,65.5,47.7,98.7,99.8,99.5,55.9,99.0,83.3,30,University of Edinburgh,82.5,300,70.7,41,77.5,37,96.9,30,71.1,404,97.0,22,master_account,0,/world-university-rankings/university-edinburgh,500,United Kingdom,33940,11.5,0.46,"2 days, 13:39:00",University of Edinburgh,"Physics & Astronomy,Biological Sciences,Mathematics & Statistics,Sport Science,Other Health,Education,Medicine & Dentistry,Business & Management,Chemical Engineering,Architecture,Economics & Econometrics,Politics & International Studies (incl Development Studies),Sociology,Civil Engineering,Computer Science,General Engineering,Geography,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Chemistry,Veterinary Science,Accounting & Finance,Psychology,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Law,Art, Performing Arts & Design,Electrical & Electronic Engineering,Archaeology",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-61465682,27,30,27.0,30.0,The University of Edinburgh,3.0,3.0,11-50,11-50,QS Higher,98.3,65.5,82.8
28,37,Technical University of Munich,DE,Germany,XL,83.0,98.6,76.8,75.9,80.4,98.6,95.6,34.5,93.1,83.2,30,Technical University of Munich,82.5,310,69.8,44,85.1,25,90.0,128,100.0,26,83.1,208,master_account,6,/world-university-rankings/technical-university-munich,552,Germany,35506,44.4,0.39,37 : 63,Technical University of Munich,"Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Architecture,Biological Sciences,Business & Management,General Engineering,Mathematics & Statistics,Civil Engineering,Education,Physics & Astronomy,Computer Science,Agriculture & Forestry,Sociology,Chemical Engineering,Accounting & Finance,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Sport Science,Other Health,Chemistry",False,False,False,,28,30,28.0,30.0,Technical University of Munich,2.0,2.0,11-50,11-50,QS Higher,83.0,76.8,82.66
29,30,McGill University,CA,Canada,L,94.3,87.6,62.3,57.9,83.7,89.6,94.2,98.3,99.1,83,49,McGill University,76,490,62.3,68,72.3,53,88.8,141,76.1,315,92.5,93,master_account,11,/world-university-rankings/mcgill-university,492,Canada,30821,11.9,0.29,"2 days, 13:39:00",McGill University,"Electrical & Electronic Engineering,Communication & Media Studies,Archaeology,Biological Sciences,Geography,Art, Performing Arts & Design,Civil Engineering,Politics & International Studies (incl Development Studies),Accounting & Finance,History, Philosophy & Theology,Sport Science,Law,Computer Science,Mathematics & Statistics,Education,Languages, Literature & Linguistics,General Engineering,Physics & Astronomy,Business & Management,Medicine & Dentistry,Agriculture & Forestry,Sociology,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Other Health,Chemistry,Economics & Econometrics,Architecture,Chemical Engineering,Psychology",False,False,False,https://www.timeshighereducation.com/student/register-interest/applyboard?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-09910272,29,49,29.0,49.0,McGill University,20.0,20.0,11-50,11-50,QS Higher,94.3,62.3,82.48
30,34,The Australian National University,AU,Australia,L,93.8,75.4,34.6,84.6,100.0,96.2,91.4,56.6,97.1,82.4,67,Australian National University,72.6,670,55.9,91,68.0,55,86.6,180,82.0,238,94.8,51,master_account,0,/world-university-rankings/australian-national-university,502,Australia,17293,15.1,0.48,"2 days, 4:48:00",Australian National University anu,"Communication & Media Studies,History, Philosophy & Theology,Psychology,Languages, Literature & Linguistics,Computer Science,Biological Sciences,Archaeology,Civil Engineering,Accounting & Finance,Mathematics & Statistics,Sociology,Electrical & Electronic Engineering,Law,Chemistry,Art, Performing Arts & Design,Other Health,Physics & Astronomy,Economics & Econometrics,Mechanical & Aerospace Engineering,Agriculture & Forestry,General Engineering,Politics & International Studies (incl Development Studies),Geography,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Business & Management",False,False,False,https://www.timeshighereducation.com/student/register-interest/aecc?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-78601931,30,67,30.0,67.0,The Australian National University,37.0,37.0,11-50,51-100,QS Higher,93.8,34.6,81.9
31,41,Seoul National University,KR,South Korea,L,98.5,98.6,83.1,71.7,10.5,16.9,73.2,100.0,96.0,82.3,62,Seoul National University,73.4,620,74.2,35,75.3,44,74.6,451,100.0,23,43.7,998,master_account,0,/world-university-rankings/seoul-national-university,588,South Korea,28620,16.1,0.13,,Seoul National University,"Medicine & Dentistry,Archaeology,Physics & Astronomy,Psychology,Other Health,Geology, Environmental, Earth & Marine Sciences,Sociology,History, Philosophy & Theology,Veterinary Science,Law,General Engineering,Chemical Engineering,Geography,Art, Performing Arts & Design,Agriculture & Forestry,Education,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Sport Science,Accounting & Finance,Architecture,Chemistry,Politics & International Studies (incl Development Studies),Computer Science,Biological Sciences,Business & Management,Civil Engineering,Mechanical & Aerospace Engineering,Communication & Media Studies,Mathematics & Statistics,Economics & Econometrics",False,False,False,,31,62,31.0,62.0,Seoul National University,31.0,31.0,11-50,51-100,QS Higher,98.5,83.1,81.82
32,28,Johns Hopkins University,US,United States,L,86.0,62.6,100.0,84.2,63.7,95.8,98.7,71.5,61.9,82.1,15,Johns Hopkins University,91.1,150,84.4,23,92.3,17,97.2,27,100.0,11,84.2,198,private,0,/world-university-rankings/johns-hopkins-university,478,United States,15772,4.1,0.28,"2 days, 8:44:00",Johns Hopkins University,"Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Computer Science,Physics & Astronomy,Business & Management,Archaeology,Mathematics & Statistics,Sociology,Other Health,Economics & Econometrics,General Engineering,Psychology,Mechanical & Aerospace Engineering,Chemistry,History, Philosophy & Theology,Chemical Engineering,Education,Biological Sciences,Accounting & Finance,Medicine & Dentistry,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies)",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-44788493,32,15,32.0,15.0,Johns Hopkins University,-17.0,17.0,11-50,11-50,THE Higher,86.0,100.0,81.61
32,28,The University of Tokyo,JP,Japan,L,100.0,99.8,89.3,57.3,10.1,29.7,87.4,99.9,98.3,82.1,29,The University of Tokyo,83.1,290,93.9,11,94.2,14,67.8,607,100.0,27,49.7,812,master_account,0,/world-university-rankings/university-tokyo,494,Japan,26345,10.3,0.15,,The University of Tokyo,"Other Health,Biological Sciences,Geography,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,General Engineering,Mathematics & Statistics,Psychology,Architecture,Electrical & Electronic Engineering,Chemistry,Languages, Literature & Linguistics,Veterinary Science,Law,Computer Science,Sport Science,Education,Medicine & Dentistry,Chemical Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics,Archaeology,Civil Engineering,Sociology,Business & Management,Art, Performing Arts & Design,Agriculture & Forestry,Communication & Media Studies,History, Philosophy & Theology,Physics & Astronomy,Accounting & Finance",False,False,False,,32,29,32.0,29.0,The University of Tokyo,-3.0,3.0,11-50,11-50,THE Higher,100.0,89.3,81.63
34,23,Columbia University,US,United States,XL,99.6,98.8,100.0,31.7,41.5,97.0,98.5,99.9,71.8,82,17,Columbia University,90.9,170,88.6,14,89.7,20,97.4,25,75.2,332,86.9,168,private,0,/world-university-rankings/columbia-university,476,United States,25914,5.2,0.35,,Columbia University,"Accounting & Finance,Chemical Engineering,Psychology,Computer Science,Sport Science,Architecture,Medicine & Dentistry,Physics & Astronomy,Economics & Econometrics,Civil Engineering,Art, Performing Arts & Design,Chemistry,Biological Sciences,General Engineering,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Archaeology,Sociology,Law,Electrical & Electronic Engineering,Communication & Media Studies,Business & Management,Other Health,Mathematics & Statistics,Agriculture & Forestry,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-62830784,34,17,34.0,17.0,Columbia University,-17.0,17.0,11-50,11-50,THE Higher,99.6,100.0,81.47
34,32,The University of Manchester,UK,United Kingdom,XL,95.6,98.1,51.3,45.1,93.1,99.2,99.2,87.6,99.8,82,51,University of Manchester,75.6,510,61.4,69,67.1,60,93.1,74,73.1,367,95.6,37,master_account,6,/world-university-rankings/university-manchester,512,United Kingdom,40725,15.6,0.45,"2 days, 8:44:00",University of Manchester,"Architecture,Mechanical & Aerospace Engineering,Economics & Econometrics,Other Health,Civil Engineering,Computer Science,Chemistry,Business & Management,Art, Performing Arts & Design,Biological Sciences,Geography,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Education,Medicine & Dentistry,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Accounting & Finance,General Engineering,Mathematics & Statistics,Sociology,Languages, Literature & Linguistics,Physics & Astronomy,Psychology,Chemical Engineering,Archaeology,Communication & Media Studies,Law",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-29944014,34,51,34.0,51.0,The University of Manchester,17.0,17.0,11-50,51-100,QS Higher,95.6,51.3,81.49
37,42,Monash University,AU,Australia,XL,89.2,79.6,9.4,87.6,100.0,100.0,94.8,79.4,98.2,81.2,54,Monash University,75.2,540,55.3,96,67.8,58,94.7,50,99.7,48,91.1,115,master_account,0,/world-university-rankings/monash-university,581,Australia,58460,43.1,0.38,"2 days, 8:44:00",Monash University,"Electrical & Electronic Engineering,Mathematics & Statistics,Economics & Econometrics,General Engineering,Chemistry,Psychology,Medicine & Dentistry,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Business & Management,Architecture,Veterinary Science,Law,Languages, Literature & Linguistics,Civil Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Chemical Engineering,Communication & Media Studies,Other Health,Physics & Astronomy,Accounting & Finance,Mechanical & Aerospace Engineering,Sociology,Archaeology,Biological Sciences,Education,Art, Performing Arts & Design,Computer Science,Sport Science,Geography",False,False,False,https://www.timeshighereducation.com/student/register-interest/aecc?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-45738353,37,54,37.0,54.0,Monash University,17.0,17.0,11-50,51-100,QS Higher,89.2,9.4,80.78
38,34,University of British Columbia,CA,Canada,XL,98.3,94.3,34.5,57.7,95.5,72.8,96.2,74.6,99.8,81,41,University of British Columbia,78,410,62.5,66,76.6,39,90.5,118,76.7,304,95.0,49,master_account,0,/world-university-rankings/university-british-columbia,486,Canada,58987,19.4,0.34,"2 days, 7:45:00",University of British Columbia,"Business & Management,Economics & Econometrics,Geography,Education,Civil Engineering,Archaeology,Geology, Environmental, Earth & Marine Sciences,Computer Science,Communication & Media Studies,Art, Performing Arts & Design,Chemistry,Physics & Astronomy,Psychology,Mechanical & Aerospace Engineering,Accounting & Finance,Other Health,Agriculture & Forestry,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Biological Sciences,Languages, Literature & Linguistics,Sociology,Chemical Engineering,Electrical & Electronic Engineering,Law,Mathematics & Statistics,Sport Science,General Engineering,Architecture,Medicine & Dentistry",False,False,False,https://www.timeshighereducation.com/student/register-interest/applyboard?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-91511981,38,41,38.0,41.0,University of British Columbia,3.0,3.0,11-50,11-50,QS Higher,98.3,34.5,80.57
39,50,Fudan University,CN,China (Mainland),XL,85.7,87.8,79.7,80.7,88.4,35.1,67.2,64.4,82.7,80.3,44,Fudan University,77.5,440,76.5,30,75.3,43,83.5,246,96.0,104,56.1,658,master_account,0,/world-university-rankings/fudan-university,700,China,38101,12.6,0.09,"2 days, 4:48:00",Fudan University,"Archaeology,Other Health,Physics & Astronomy,Economics & Econometrics,General Engineering,Law,Chemical Engineering,Electrical & Electronic Engineering,Chemistry,Accounting & Finance,Mathematics & Statistics,Business & Management,History, Philosophy & Theology,Communication & Media Studies,Mechanical & Aerospace Engineering,Education,Languages, Literature & Linguistics,Biological Sciences,Psychology,Computer Science,Sociology,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies)",False,False,False,,39,44,39.0,44.0,Fudan University,5.0,5.0,11-50,11-50,QS Higher,85.7,79.7,79.88
40,40,King's College London,UK,United Kingdom,XL,90.3,85.7,64.3,53.6,99.1,99.5,98.6,59.8,96.2,80.2,38,Kingâ€™s College London,79,380,59.8,74,75.1,47,97.7,17,74.2,347,97.5,13,master_account,0,/world-university-rankings/kings-college-london,520,United Kingdom,32835,13.9,0.53,"2 days, 15:37:00",Kingâ€™s College London,"Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Education,Art, Performing Arts & Design,Physics & Astronomy,Business & Management,Mathematics & Statistics,Psychology,History, Philosophy & Theology,Electrical & Electronic Engineering,Sociology,Archaeology,General Engineering,Economics & Econometrics,Other Health,Chemistry,Law,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Sport Science,Geography,Languages, Literature & Linguistics,Biological Sciences,Accounting & Finance,Computer Science,Communication & Media Studies",False,False,False,,40,38,40.0,38.0,King's College London,-2.0,2.0,11-50,11-50,THE Higher,90.3,64.3,79.75
40,43,The University of Queensland,AU,Australia,XL,86.7,74.0,21.2,90.2,100.0,100.0,96.7,56.7,96.7,80.2,70,The University of Queensland,72,700,52.9,113,64.3,70,89.1,136,99.8,43,94.0,64,master_account,11,/world-university-rankings/university-queensland,538,Australia,42847,39.1,0.42,"2 days, 7:45:00",The University of Queensland UQ UOQ,"Art, Performing Arts & Design,Chemical Engineering,Politics & International Studies (incl Development Studies),Other Health,Physics & Astronomy,Law,Architecture,Mechanical & Aerospace Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Civil Engineering,Chemistry,Economics & Econometrics,Medicine & Dentistry,Agriculture & Forestry,Education,General Engineering,Mathematics & Statistics,Psychology,Electrical & Electronic Engineering,Biological Sciences,Sociology,History, Philosophy & Theology,Sport Science,Business & Management,Archaeology,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Computer Science,Veterinary Science,Geography",False,False,False,,40,70,40.0,70.0,The University of Queensland,30.0,30.0,11-50,51-100,QS Higher,86.7,21.2,79.77
44,33,University of Michigan-Ann Arbor,US,United States,XL,97.9,92.1,80.3,47.6,65.5,39.2,95.8,94.5,62.2,79,23,University of Michigan-Ann Arbor,87.4,230,84.7,22,87.4,23,95.5,45,80.7,255,69.0,421,public,0,/world-university-rankings/university-michigan-ann-arbor,482,United States,45783,8.1,0.16,"2 days, 3:49:00",University of Michigan-Ann Arbor,"Chemical Engineering,Accounting & Finance,Archaeology,Economics & Econometrics,Sociology,Psychology,Mathematics & Statistics,Physics & Astronomy,Politics & International Studies (incl Development Studies),Sport Science,Biological Sciences,Agriculture & Forestry,Civil Engineering,Electrical & Electronic Engineering,History, Philosophy & Theology,General Engineering,Business & Management,Education,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Computer Science,Architecture,Chemistry,Medicine & Dentistry,Other Health,Art, Performing Arts & Design,Communication & Media Studies,Law",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-98611775,44,23,44.0,23.0,University of Michigan-Ann Arbor,-21.0,21.0,11-50,11-50,THE Higher,97.9,80.3,78.6
45,51,Shanghai Jiao Tong University,CN,China (Mainland),XL,84.0,86.3,58.6,99.6,23.1,19.6,73.7,73.5,80.3,77.8,43,Shanghai Jiao Tong University,77.7,430,76.6,29,82.5,30,75.4,432,100.0,24,60.6,572,master_account,0,/world-university-rankings/shanghai-jiao-tong-university,801,China,38472,12.6,0.09,37 : 63,Shanghai Jiao Tong University SJTU,"Other Health,Medicine & Dentistry,Education,Business & Management,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Chemistry,Biological Sciences,Psychology,History, Philosophy & Theology,Sociology,Communication & Media Studies,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Mathematics & Statistics,Law,Veterinary Science,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Art, Performing Arts & Design,Agriculture & Forestry,Computer Science,Economics & Econometrics,Chemical Engineering,Accounting & Finance,Sport Science,Architecture,General Engineering,Physics & Astronomy",False,False,False,,45,43,45.0,43.0,Shanghai Jiao Tong University,-2.0,2.0,11-50,11-50,THE Higher,84.0,58.6,77.44
46,38,Institut Polytechnique de Paris,FR,France,M,44.7,99.6,95.9,86.1,99.1,98.0,89.6,97.7,54.8,77.5,71,Institut Polytechnique de Paris,71.3,710,71.0,39,61.6,79,70.8,542,98.8,71,97.1,21,master_account,0,/world-university-rankings/institut-polytechnique-de-paris,688843,France,6073,6.8,0.42,25 : 75,Institut Polytechnique de Paris,"Art, Performing Arts & Design,General Engineering,Mathematics & Statistics,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Education,Languages, Literature & Linguistics,Communication & Media Studies,Medicine & Dentistry,Other Health,Physics & Astronomy,Chemical Engineering,Economics & Econometrics,Mechanical & Aerospace Engineering,Accounting & Finance,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Sociology,Computer Science,Biological Sciences,Business & Management,Chemistry",False,False,False,,46,71,46.0,71.0,Institut Polytechnique de Paris,25.0,25.0,11-50,51-100,QS Higher,44.7,95.9,77.12
